jd,mm,dd,hh,t2C,ustar,G-rh2m,PARsun,PARshd,G3-O3,Prec.
1,1,1,0,-16.08,0.10,0.823,0.0,0.0,41.07,0.003
1,1,1,1,-16.08,0.10,0.823,0.0,0.0,40.22,0.003
1,1,1,2,-16.08,0.10,0.823,0.0,0.0,39.66,0.003
1,1,1,3,-16.08,0.10,0.823,0.0,0.0,39.35,0.000
1,1,1,4,-16.45,0.10,0.823,0.0,0.0,39.26,0.000
1,1,1,5,-16.82,0.10,0.822,0.0,0.0,39.33,0.000
1,1,1,6,-17.19,0.10,0.822,0.0,0.0,39.51,0.002
1,1,1,7,-16.58,0.10,0.801,0.0,0.0,39.68,0.002
1,1,1,8,-15.97,0.10,0.780,490.3,24.5,39.82,0.002
1,1,1,9,-15.36,0.10,0.759,315.0,17.6,40.01,0.000
1,1,1,10,-13.68,0.10,0.684,357.4,21.2,40.42,0.000
1,1,1,11,-12.00,0.10,0.609,372.3,22.6,40.63,0.000
1,1,1,12,-10.31,0.10,0.533,956.7,57.8,40.33,0.000
1,1,1,13,-10.47,0.10,0.525,907.7,53.3,39.71,0.000
1,1,1,14,-10.64,0.10,0.516,775.3,42.6,38.86,0.000
1,1,1,15,-10.80,0.11,0.508,374.8,18.1,37.79,0.000
1,1,1,16,-11.98,0.10,0.538,0.0,0.0,36.88,0.000
1,1,1,17,-13.17,0.10,0.569,0.0,0.0,36.50,0.000
1,1,1,18,-14.35,0.10,0.599,0.0,0.0,36.42,0.000
1,1,1,19,-15.52,0.10,0.650,0.0,0.0,36.97,0.000
1,1,1,20,-16.68,0.10,0.701,0.0,0.0,38.03,0.000
1,1,1,21,-17.85,0.12,0.752,0.0,0.0,39.39,0.000
1,1,1,22,-18.34,0.12,0.766,0.0,0.0,40.85,0.000
1,1,1,23,-18.83,0.13,0.780,0.0,0.0,42.28,0.000
2,1,2,0,-19.32,0.13,0.794,0.0,0.0,43.56,0.000
2,1,2,1,-19.78,0.13,0.775,0.0,0.0,44.78,0.000
2,1,2,2,-20.24,0.13,0.756,0.0,0.0,45.85,0.000
2,1,2,3,-20.70,0.14,0.737,0.0,0.0,46.71,0.000
2,1,2,4,-20.91,0.13,0.742,0.0,0.0,47.28,0.000
2,1,2,5,-21.12,0.13,0.746,0.0,0.0,47.55,0.000
2,1,2,6,-21.33,0.13,0.750,0.0,0.0,47.45,0.000
2,1,2,7,-20.25,0.15,0.734,0.0,0.0,47.04,0.000
2,1,2,8,-19.17,0.17,0.717,506.3,25.3,46.21,0.000
2,1,2,9,-18.09,0.21,0.700,817.3,45.7,45.45,0.000
2,1,2,10,-15.56,0.21,0.600,926.4,54.9,44.03,0.000
2,1,2,11,-13.03,0.21,0.500,965.1,58.5,42.37,0.000
2,1,2,12,-10.50,0.20,0.400,961.1,58.1,40.25,0.004
2,1,2,13,-11.41,0.23,0.485,912.9,53.7,37.99,0.004
2,1,2,14,-12.31,0.25,0.570,782.8,43.1,35.57,0.004
2,1,2,15,-13.22,0.27,0.656,355.0,17.2,32.98,0.006
2,1,2,16,-14.15,0.28,0.697,0.0,0.0,30.93,0.006
2,1,2,17,-15.07,0.29,0.738,0.0,0.0,29.91,0.006
2,1,2,18,-16.00,0.31,0.779,0.0,0.0,29.60,0.016
2,1,2,19,-15.58,0.32,0.784,0.0,0.0,29.65,0.016
2,1,2,20,-15.17,0.33,0.788,0.0,0.0,29.89,0.016
2,1,2,21,-14.75,0.34,0.792,0.0,0.0,30.18,0.022
2,1,2,22,-14.56,0.33,0.789,0.0,0.0,30.90,0.022
2,1,2,23,-14.37,0.33,0.787,0.0,0.0,31.74,0.022
3,1,3,0,-14.17,0.33,0.784,0.0,0.0,32.49,0.010
3,1,3,1,-14.61,0.34,0.787,0.0,0.0,33.04,0.010
3,1,3,2,-15.04,0.35,0.791,0.0,0.0,33.53,0.010
3,1,3,3,-15.48,0.36,0.795,0.0,0.0,34.00,0.001
3,1,3,4,-15.64,0.36,0.800,0.0,0.0,34.48,0.001
3,1,3,5,-15.81,0.37,0.804,0.0,0.0,34.90,0.001
3,1,3,6,-15.97,0.38,0.808,0.0,0.0,35.21,0.002
3,1,3,7,-14.63,0.38,0.793,0.0,0.0,35.53,0.002
3,1,3,8,-13.28,0.39,0.777,404.4,20.2,36.00,0.002
3,1,3,9,-11.94,0.39,0.762,819.3,45.9,36.45,0.003
3,1,3,10,-10.69,0.40,0.733,927.8,55.0,39.60,0.003
3,1,3,11,-9.43,0.40,0.705,966.4,58.6,40.94,0.003
3,1,3,12,-8.18,0.41,0.676,914.5,55.4,41.72,0.005
3,1,3,13,-9.20,0.41,0.711,869.4,51.2,41.81,0.005
3,1,3,14,-10.21,0.42,0.747,748.0,41.3,41.44,0.005
3,1,3,15,-11.23,0.42,0.782,401.7,19.5,40.22,0.004
3,1,3,16,-11.67,0.42,0.802,0.0,0.0,39.13,0.004
3,1,3,17,-12.11,0.42,0.822,0.0,0.0,38.62,0.004
3,1,3,18,-12.55,0.42,0.841,0.0,0.0,38.07,0.011
3,1,3,19,-12.55,0.42,0.849,0.0,0.0,37.87,0.011
3,1,3,20,-12.56,0.42,0.857,0.0,0.0,38.02,0.011
3,1,3,21,-12.56,0.41,0.864,0.0,0.0,38.34,0.012
3,1,3,22,-12.49,0.42,0.866,0.0,0.0,38.90,0.012
3,1,3,23,-12.42,0.42,0.868,0.0,0.0,39.52,0.012
4,1,4,0,-12.34,0.43,0.870,0.0,0.0,40.07,0.008
4,1,4,1,-12.32,0.43,0.870,0.0,0.0,40.45,0.008
4,1,4,2,-12.30,0.44,0.870,0.0,0.0,40.64,0.008
4,1,4,3,-12.28,0.45,0.870,0.0,0.0,40.72,0.011
4,1,4,4,-12.11,0.45,0.872,0.0,0.0,40.83,0.011
4,1,4,5,-11.93,0.46,0.874,0.0,0.0,40.96,0.011
4,1,4,6,-11.76,0.47,0.875,0.0,0.0,41.05,0.007
4,1,4,7,-10.75,0.45,0.865,0.0,0.0,41.06,0.007
4,1,4,8,-9.74,0.44,0.854,337.0,16.8,41.05,0.007
4,1,4,9,-8.73,0.43,0.844,381.6,21.4,41.03,0.005
4,1,4,10,-7.62,0.42,0.813,432.2,25.6,42.19,0.005
4,1,4,11,-6.51,0.42,0.783,450.3,27.3,42.73,0.005
4,1,4,12,-5.40,0.41,0.753,405.3,24.6,43.17,0.002
4,1,4,13,-6.35,0.41,0.778,385.6,22.7,43.36,0.002
4,1,4,14,-7.29,0.40,0.803,332.4,18.4,43.23,0.002
4,1,4,15,-8.24,0.40,0.828,219.0,10.7,42.66,0.007
4,1,4,16,-8.68,0.40,0.845,0.0,0.0,42.04,0.007
4,1,4,17,-9.11,0.41,0.863,0.0,0.0,41.48,0.007
4,1,4,18,-9.55,0.41,0.880,0.0,0.0,40.80,0.002
4,1,4,19,-9.70,0.40,0.885,0.0,0.0,40.20,0.002
4,1,4,20,-9.85,0.39,0.889,0.0,0.0,39.84,0.002
4,1,4,21,-10.01,0.38,0.893,0.0,0.0,39.63,0.003
4,1,4,22,-10.22,0.39,0.893,0.0,0.0,39.45,0.003
4,1,4,23,-10.43,0.40,0.892,0.0,0.0,39.21,0.003
5,1,5,0,-10.65,0.40,0.892,0.0,0.0,38.95,0.004
5,1,5,1,-10.63,0.39,0.892,0.0,0.0,38.74,0.004
5,1,5,2,-10.62,0.39,0.891,0.0,0.0,38.77,0.004
5,1,5,3,-10.61,0.38,0.891,0.0,0.0,39.04,0.015
5,1,5,4,-10.29,0.39,0.892,0.0,0.0,39.84,0.015
5,1,5,5,-9.96,0.40,0.893,0.0,0.0,40.84,0.015
5,1,5,6,-9.63,0.41,0.893,0.0,0.0,41.73,0.033
5,1,5,7,-8.53,0.40,0.885,0.0,0.0,42.48,0.033
5,1,5,8,-7.44,0.39,0.876,429.5,21.5,42.69,0.033
5,1,5,9,-6.34,0.39,0.868,468.3,26.2,42.46,0.056
5,1,5,10,-5.41,0.38,0.845,530.4,31.5,42.62,0.056
5,1,5,11,-4.48,0.37,0.823,552.7,33.6,41.68,0.056
5,1,5,12,-3.56,0.36,0.801,919.6,55.8,40.33,0.049
5,1,5,13,-4.33,0.35,0.819,875.7,51.7,39.34,0.049
5,1,5,14,-5.11,0.33,0.838,757.3,41.9,38.38,0.049
5,1,5,15,-5.88,0.32,0.857,146.4,7.2,37.46,0.033
5,1,5,16,-6.05,0.31,0.862,0.0,0.0,36.56,0.033
5,1,5,17,-6.22,0.31,0.867,0.0,0.0,35.85,0.033
5,1,5,18,-6.39,0.30,0.872,0.0,0.0,35.25,0.092
5,1,5,19,-6.52,0.30,0.881,0.0,0.0,34.71,0.092
5,1,5,20,-6.65,0.30,0.889,0.0,0.0,34.11,0.092
5,1,5,21,-6.78,0.30,0.898,0.0,0.0,33.53,0.097
5,1,5,22,-6.70,0.32,0.893,0.0,0.0,33.15,0.097
5,1,5,23,-6.62,0.34,0.889,0.0,0.0,33.01,0.097
6,1,6,0,-6.55,0.36,0.885,0.0,0.0,33.07,1.053
6,1,6,1,-6.79,0.34,0.872,0.0,0.0,33.05,1.053
6,1,6,2,-7.04,0.33,0.859,0.0,0.0,32.97,1.053
6,1,6,3,-7.28,0.32,0.846,0.0,0.0,32.70,1.100
6,1,6,4,-7.49,0.27,0.843,0.0,0.0,32.31,1.100
6,1,6,5,-7.69,0.23,0.840,0.0,0.0,32.03,1.100
6,1,6,6,-7.90,0.18,0.837,0.0,0.0,31.74,0.821
6,1,6,7,-7.77,0.16,0.825,0.0,0.0,31.68,0.821
6,1,6,8,-7.65,0.13,0.814,497.3,24.9,32.53,0.821
6,1,6,9,-7.52,0.11,0.802,286.7,16.1,33.14,0.204
6,1,6,10,-6.43,0.12,0.773,324.2,19.3,35.30,0.204
6,1,6,11,-5.33,0.15,0.743,337.7,20.6,37.65,0.204
6,1,6,12,-4.23,0.19,0.714,958.2,58.2,38.64,0.215
6,1,6,13,-4.53,0.19,0.786,913.2,54.0,38.12,0.215
6,1,6,14,-4.83,0.18,0.859,792.0,44.0,36.48,0.215
6,1,6,15,-5.13,0.17,0.931,208.1,10.2,35.71,0.017
6,1,6,16,-5.84,0.14,0.931,0.0,0.0,35.87,0.017
6,1,6,17,-6.54,0.11,0.931,0.0,0.0,36.12,0.017
6,1,6,18,-7.24,0.10,0.930,0.0,0.0,35.70,0.123
6,1,6,19,-7.33,0.10,0.923,0.0,0.0,35.49,0.123
6,1,6,20,-7.41,0.10,0.915,0.0,0.0,36.13,0.123
6,1,6,21,-7.50,0.12,0.907,0.0,0.0,37.75,0.264
6,1,6,22,-7.10,0.14,0.909,0.0,0.0,40.07,0.264
6,1,6,23,-6.70,0.15,0.911,0.0,0.0,42.57,0.264
7,1,7,0,-6.30,0.16,0.913,0.0,0.0,44.68,0.057
7,1,7,1,-6.79,0.18,0.895,0.0,0.0,46.10,0.057
7,1,7,2,-7.28,0.19,0.878,0.0,0.0,46.75,0.057
7,1,7,3,-7.77,0.21,0.860,0.0,0.0,46.74,0.012
7,1,7,4,-7.42,0.24,0.857,0.0,0.0,46.42,0.012
7,1,7,5,-7.07,0.27,0.853,0.0,0.0,45.86,0.012
7,1,7,6,-6.73,0.30,0.850,0.0,0.0,45.03,1.432
7,1,7,7,-6.21,0.27,0.857,0.0,0.0,43.68,1.432
7,1,7,8,-5.70,0.23,0.864,171.8,8.6,42.13,1.432
7,1,7,9,-5.18,0.21,0.871,808.2,45.4,40.73,0.430
7,1,7,10,-4.05,0.16,0.830,914.4,54.4,38.85,0.430
7,1,7,11,-2.92,0.14,0.788,952.7,58.0,38.03,0.430
7,1,7,12,-1.79,0.17,0.747,380.0,23.1,37.46,0.186
7,1,7,13,-2.37,0.18,0.791,362.5,21.5,37.07,0.186
7,1,7,14,-2.95,0.20,0.835,315.2,17.5,36.34,0.186
7,1,7,15,-3.53,0.22,0.878,229.2,11.3,35.03,0.185
7,1,7,16,-4.08,0.22,0.910,0.0,0.0,33.28,0.185
7,1,7,17,-4.62,0.22,0.942,0.0,0.0,31.60,0.185
7,1,7,18,-5.17,0.22,0.973,0.0,0.0,30.11,0.126
7,1,7,19,-5.65,0.16,0.967,0.0,0.0,28.93,0.126
7,1,7,20,-6.14,0.11,0.960,0.0,0.0,28.12,0.126
7,1,7,21,-6.63,0.10,0.953,0.0,0.0,27.46,0.010
7,1,7,22,-7.44,0.10,0.943,0.0,0.0,27.27,0.010
7,1,7,23,-8.25,0.10,0.934,0.0,0.0,27.94,0.010
8,1,8,0,-9.05,0.10,0.924,0.0,0.0,29.37,0.000
8,1,8,1,-10.11,0.10,0.901,0.0,0.0,31.41,0.000
8,1,8,2,-11.16,0.10,0.877,0.0,0.0,33.68,0.000
8,1,8,3,-12.22,0.10,0.854,0.0,0.0,35.78,0.000
8,1,8,4,-12.81,0.10,0.863,0.0,0.0,37.61,0.000
8,1,8,5,-13.40,0.10,0.873,0.0,0.0,38.94,0.000
8,1,8,6,-13.98,0.10,0.883,0.0,0.0,39.89,0.000
8,1,8,7,-12.90,0.10,0.859,0.0,0.0,40.61,0.000
8,1,8,8,-11.82,0.13,0.835,519.1,26.1,41.56,0.000
8,1,8,9,-10.74,0.16,0.811,823.5,46.3,42.77,0.000
8,1,8,10,-8.22,0.17,0.712,931.5,55.5,45.95,0.000
8,1,8,11,-5.70,0.19,0.614,970.7,59.2,47.93,0.000
8,1,8,12,-3.18,0.20,0.516,950.5,57.9,47.81,0.000
8,1,8,13,-3.40,0.21,0.452,907.5,53.8,47.02,0.000
8,1,8,14,-3.61,0.22,0.388,791.6,44.1,45.56,0.000
8,1,8,15,-3.83,0.23,0.324,464.2,22.9,43.47,0.000
8,1,8,16,-4.92,0.24,0.356,0.0,0.0,41.21,0.000
8,1,8,17,-6.01,0.25,0.387,0.0,0.0,38.78,0.000
8,1,8,18,-7.10,0.26,0.418,0.0,0.0,36.35,0.000
8,1,8,19,-8.57,0.27,0.507,0.0,0.0,34.21,0.000
8,1,8,20,-10.03,0.28,0.595,0.0,0.0,32.57,0.000
8,1,8,21,-11.50,0.29,0.683,0.0,0.0,31.46,0.000
8,1,8,22,-11.87,0.29,0.696,0.0,0.0,30.84,0.000
8,1,8,23,-12.23,0.30,0.709,0.0,0.0,30.65,0.000
9,1,9,0,-12.60,0.31,0.722,0.0,0.0,30.71,0.000
9,1,9,1,-12.37,0.29,0.739,0.0,0.0,30.90,0.000
9,1,9,2,-12.13,0.28,0.756,0.0,0.0,31.17,0.000
9,1,9,3,-11.90,0.27,0.773,0.0,0.0,31.45,0.028
9,1,9,4,-12.03,0.27,0.788,0.0,0.0,31.62,0.028
9,1,9,5,-12.15,0.26,0.803,0.0,0.0,31.64,0.028
9,1,9,6,-12.27,0.26,0.818,0.0,0.0,31.55,0.000
9,1,9,7,-11.23,0.24,0.790,0.0,0.0,31.45,0.000
9,1,9,8,-10.18,0.22,0.761,143.7,7.2,32.32,0.000
9,1,9,9,-9.14,0.20,0.733,206.8,11.6,33.11,0.000
9,1,9,10,-7.51,0.19,0.681,233.6,13.9,34.64,0.000
9,1,9,11,-5.89,0.17,0.630,243.3,14.9,36.64,0.000
9,1,9,12,-4.26,0.15,0.578,849.7,51.8,38.16,0.005
9,1,9,13,-4.69,0.14,0.610,812.1,48.3,39.34,0.005
9,1,9,14,-5.12,0.14,0.643,710.8,39.7,40.19,0.005
9,1,9,15,-5.55,0.13,0.675,325.4,16.1,40.41,0.000
9,1,9,16,-6.59,0.12,0.712,0.0,0.0,40.75,0.000
9,1,9,17,-7.63,0.11,0.750,0.0,0.0,41.42,0.000
9,1,9,18,-8.67,0.10,0.788,0.0,0.0,42.03,0.000
9,1,9,19,-8.78,0.10,0.793,0.0,0.0,42.96,0.000
9,1,9,20,-8.88,0.10,0.798,0.0,0.0,43.83,0.000
9,1,9,21,-8.98,0.10,0.803,0.0,0.0,44.27,0.000
9,1,9,22,-9.24,0.10,0.813,0.0,0.0,44.73,0.000
9,1,9,23,-9.49,0.10,0.822,0.0,0.0,44.97,0.000
10,1,10,0,-9.75,0.10,0.832,0.0,0.0,45.36,0.000
10,1,10,1,-10.72,0.10,0.854,0.0,0.0,45.20,0.000
10,1,10,2,-11.69,0.11,0.876,0.0,0.0,45.21,0.000
10,1,10,3,-12.65,0.15,0.897,0.0,0.0,45.77,0.000
10,1,10,4,-13.07,0.17,0.891,0.0,0.0,46.76,0.000
10,1,10,5,-13.49,0.19,0.885,0.0,0.0,48.37,0.000
10,1,10,6,-13.90,0.22,0.878,0.0,0.0,50.12,0.000
10,1,10,7,-12.82,0.24,0.855,0.0,0.0,51.06,0.000
10,1,10,8,-11.75,0.25,0.832,418.0,21.0,50.99,0.000
10,1,10,9,-10.67,0.27,0.809,829.3,46.7,49.81,0.000
10,1,10,10,-7.94,0.26,0.742,935.9,55.9,47.41,0.000
10,1,10,11,-5.22,0.25,0.676,974.9,59.6,44.75,0.000
10,1,10,12,-2.50,0.24,0.609,951.5,58.1,41.91,0.000
10,1,10,13,-2.91,0.24,0.613,910.2,54.2,40.08,0.000
10,1,10,14,-3.32,0.24,0.617,799.1,44.8,38.78,0.000
10,1,10,15,-3.73,0.24,0.621,489.4,24.4,37.69,0.000
10,1,10,16,-4.97,0.26,0.659,0.0,0.0,37.03,0.000
10,1,10,17,-6.22,0.27,0.697,0.0,0.0,36.55,0.000
10,1,10,18,-7.47,0.29,0.735,0.0,0.0,36.13,0.000
10,1,10,19,-8.36,0.30,0.762,0.0,0.0,35.80,0.000
10,1,10,20,-9.25,0.30,0.788,0.0,0.0,35.58,0.000
10,1,10,21,-10.14,0.31,0.815,0.0,0.0,35.43,0.001
10,1,10,22,-10.62,0.32,0.835,0.0,0.0,35.68,0.001
10,1,10,23,-11.10,0.33,0.856,0.0,0.0,36.34,0.001
11,1,11,0,-11.58,0.34,0.877,0.0,0.0,37.32,0.002
11,1,11,1,-11.56,0.34,0.878,0.0,0.0,38.40,0.002
11,1,11,2,-11.54,0.34,0.880,0.0,0.0,39.56,0.002
11,1,11,3,-11.51,0.34,0.881,0.0,0.0,40.66,0.001
11,1,11,4,-11.41,0.36,0.888,0.0,0.0,41.62,0.001
11,1,11,5,-11.32,0.37,0.894,0.0,0.0,42.24,0.001
11,1,11,6,-11.22,0.39,0.901,0.0,0.0,42.47,0.007
11,1,11,7,-9.91,0.40,0.890,0.0,0.0,42.84,0.007
11,1,11,8,-8.60,0.40,0.880,532.8,26.9,42.82,0.007
11,1,11,9,-7.30,0.41,0.870,826.6,46.7,42.51,0.013
11,1,11,10,-5.82,0.41,0.833,931.4,55.7,39.94,0.013
11,1,11,11,-4.35,0.42,0.795,969.8,59.4,38.19,0.013
11,1,11,12,-2.88,0.43,0.758,634.5,38.8,37.15,0.015
11,1,11,13,-3.91,0.44,0.788,607.8,36.2,36.69,0.015
11,1,11,14,-4.94,0.45,0.818,535.8,30.1,35.72,0.015
11,1,11,15,-5.97,0.46,0.849,465.1,23.2,34.57,0.027
11,1,11,16,-6.42,0.47,0.863,0.0,0.0,33.68,0.027
11,1,11,17,-6.87,0.48,0.877,0.0,0.0,33.64,0.027
11,1,11,18,-7.33,0.49,0.891,0.0,0.0,34.08,0.055
11,1,11,19,-7.22,0.49,0.893,0.0,0.0,34.85,0.055
11,1,11,20,-7.11,0.49,0.896,0.0,0.0,35.86,0.055
11,1,11,21,-7.00,0.49,0.898,0.0,0.0,36.89,0.051
11,1,11,22,-6.98,0.48,0.898,0.0,0.0,38.11,0.051
11,1,11,23,-6.97,0.48,0.898,0.0,0.0,39.04,0.051
12,1,12,0,-6.96,0.47,0.898,0.0,0.0,39.56,0.042
12,1,12,1,-6.78,0.46,0.889,0.0,0.0,39.35,0.042
12,1,12,2,-6.61,0.46,0.880,0.0,0.0,38.54,0.042
12,1,12,3,-6.44,0.45,0.871,0.0,0.0,37.57,0.109
12,1,12,4,-6.15,0.38,0.852,0.0,0.0,36.53,0.109
12,1,12,5,-5.86,0.31,0.833,0.0,0.0,35.53,0.109
12,1,12,6,-5.57,0.24,0.815,0.0,0.0,34.44,0.708
12,1,12,7,-5.59,0.19,0.832,0.0,0.0,33.27,0.708
12,1,12,8,-5.61,0.13,0.849,140.2,7.1,32.63,0.708
12,1,12,9,-5.62,0.10,0.866,210.2,11.9,31.78,1.697
12,1,12,10,-5.51,0.10,0.861,236.3,14.1,31.21,1.697
12,1,12,11,-5.40,0.14,0.857,245.8,15.1,30.77,1.697
12,1,12,12,-5.29,0.25,0.852,245.6,15.1,30.25,1.798
12,1,12,13,-5.85,0.29,0.870,235.5,14.1,29.72,1.798
12,1,12,14,-6.40,0.34,0.887,208.3,11.7,29.15,1.798
12,1,12,15,-6.95,0.37,0.904,131.1,6.6,28.63,1.231
12,1,12,16,-7.25,0.38,0.886,0.0,0.0,29.08,1.231
12,1,12,17,-7.55,0.38,0.868,0.0,0.0,30.82,1.231
12,1,12,18,-7.85,0.39,0.849,0.0,0.0,32.73,0.530
12,1,12,19,-8.07,0.36,0.867,0.0,0.0,34.19,0.530
12,1,12,20,-8.28,0.34,0.884,0.0,0.0,35.16,0.530
12,1,12,21,-8.50,0.33,0.901,0.0,0.0,35.66,0.332
12,1,12,22,-8.68,0.29,0.902,0.0,0.0,35.81,0.332
12,1,12,23,-8.87,0.25,0.903,0.0,0.0,35.82,0.332
13,1,13,0,-9.06,0.22,0.904,0.0,0.0,35.20,0.163
13,1,13,1,-8.93,0.19,0.897,0.0,0.0,34.38,0.163
13,1,13,2,-8.81,0.16,0.891,0.0,0.0,34.16,0.163
13,1,13,3,-8.68,0.13,0.884,0.0,0.0,34.09,0.181
13,1,13,4,-9.05,0.10,0.876,0.0,0.0,34.21,0.181
13,1,13,5,-9.42,0.10,0.868,0.0,0.0,34.40,0.181
13,1,13,6,-9.79,0.10,0.860,0.0,0.0,34.26,0.099
13,1,13,7,-9.12,0.10,0.829,0.0,0.0,36.07,0.099
13,1,13,8,-8.44,0.10,0.798,550.8,27.9,38.87,0.099
13,1,13,9,-7.77,0.17,0.767,832.7,47.1,41.04,0.000
13,1,13,10,-5.82,0.20,0.701,935.6,56.1,42.07,0.000
13,1,13,11,-3.88,0.23,0.636,973.5,59.8,42.01,0.000
13,1,13,12,-1.94,0.25,0.571,977.2,60.0,40.53,0.000
13,1,13,13,-2.08,0.25,0.579,937.7,56.1,38.93,0.000
13,1,13,14,-2.22,0.26,0.586,831.5,47.0,37.05,0.000
13,1,13,15,-2.36,0.27,0.594,535.1,27.0,34.76,0.000
13,1,13,16,-3.56,0.28,0.631,0.0,0.0,32.67,0.000
13,1,13,17,-4.76,0.29,0.668,0.0,0.0,31.01,0.000
13,1,13,18,-5.96,0.30,0.705,0.0,0.0,29.44,0.000
13,1,13,19,-6.99,0.31,0.743,0.0,0.0,28.39,0.000
13,1,13,20,-8.01,0.31,0.780,0.0,0.0,28.12,0.000
13,1,13,21,-9.04,0.32,0.817,0.0,0.0,28.46,0.001
13,1,13,22,-9.20,0.33,0.831,0.0,0.0,29.29,0.001
13,1,13,23,-9.35,0.34,0.844,0.0,0.0,30.62,0.001
14,1,14,0,-9.51,0.35,0.858,0.0,0.0,32.34,0.004
14,1,14,1,-9.55,0.34,0.876,0.0,0.0,34.08,0.004
14,1,14,2,-9.59,0.34,0.894,0.0,0.0,35.67,0.004
14,1,14,3,-9.63,0.33,0.911,0.0,0.0,36.97,0.006
14,1,14,4,-9.62,0.34,0.909,0.0,0.0,38.17,0.006
14,1,14,5,-9.61,0.35,0.907,0.0,0.0,39.06,0.006
14,1,14,6,-9.60,0.37,0.904,0.0,0.0,39.59,0.004
14,1,14,7,-9.07,0.36,0.887,0.0,0.0,40.02,0.004
14,1,14,8,-8.54,0.36,0.870,222.5,11.3,40.67,0.004
14,1,14,9,-8.00,0.36,0.853,278.9,15.8,41.16,0.005
14,1,14,10,-7.20,0.38,0.828,312.9,18.8,43.45,0.005
14,1,14,11,-6.40,0.39,0.803,325.5,20.0,44.61,0.005
14,1,14,12,-5.60,0.40,0.777,535.3,32.9,45.18,0.015
14,1,14,13,-5.85,0.39,0.790,514.1,30.8,45.23,0.015
14,1,14,14,-6.09,0.37,0.803,457.3,25.9,44.74,0.015
14,1,14,15,-6.34,0.36,0.815,281.0,14.2,43.74,0.009
14,1,14,16,-6.64,0.36,0.819,0.0,0.0,42.31,0.009
14,1,14,17,-6.95,0.37,0.822,0.0,0.0,40.61,0.009
14,1,14,18,-7.25,0.38,0.826,0.0,0.0,38.85,0.009
14,1,14,19,-7.61,0.39,0.832,0.0,0.0,37.17,0.009
14,1,14,20,-7.97,0.39,0.838,0.0,0.0,36.15,0.009
14,1,14,21,-8.33,0.40,0.845,0.0,0.0,35.95,0.018
14,1,14,22,-8.46,0.37,0.845,0.0,0.0,36.37,0.018
14,1,14,23,-8.59,0.35,0.845,0.0,0.0,36.97,0.018
15,1,15,0,-8.72,0.32,0.845,0.0,0.0,36.91,0.100
15,1,15,1,-8.58,0.32,0.850,0.0,0.0,36.70,0.100
15,1,15,2,-8.43,0.31,0.854,0.0,0.0,36.89,0.100
15,1,15,3,-8.28,0.30,0.858,0.0,0.0,37.07,0.007
15,1,15,4,-8.52,0.31,0.853,0.0,0.0,36.98,0.007
15,1,15,5,-8.76,0.31,0.848,0.0,0.0,36.65,0.007
15,1,15,6,-8.99,0.32,0.844,0.0,0.0,36.31,0.005
15,1,15,7,-8.61,0.32,0.835,0.0,0.0,36.07,0.005
15,1,15,8,-8.22,0.31,0.826,560.7,28.5,36.63,0.005
15,1,15,9,-7.84,0.31,0.817,695.4,39.5,37.16,0.005
15,1,15,10,-6.96,0.32,0.801,779.2,46.8,37.96,0.005
15,1,15,11,-6.08,0.34,0.784,810.4,49.9,38.80,0.005
15,1,15,12,-5.20,0.35,0.767,696.0,42.9,39.32,0.008
15,1,15,13,-5.68,0.37,0.787,669.2,40.2,39.50,0.008
15,1,15,14,-6.15,0.39,0.807,597.2,33.9,39.50,0.008
15,1,15,15,-6.63,0.41,0.827,150.7,7.7,39.67,0.008
15,1,15,16,-6.90,0.42,0.844,0.0,0.0,40.30,0.008
15,1,15,17,-7.17,0.42,0.861,0.0,0.0,41.21,0.008
15,1,15,18,-7.44,0.43,0.878,0.0,0.0,41.92,0.015
15,1,15,19,-7.21,0.44,0.871,0.0,0.0,42.69,0.015
15,1,15,20,-6.98,0.46,0.864,0.0,0.0,43.50,0.015
15,1,15,21,-6.75,0.47,0.858,0.0,0.0,44.12,0.018
15,1,15,22,-7.01,0.48,0.861,0.0,0.0,44.64,0.018
15,1,15,23,-7.27,0.48,0.864,0.0,0.0,45.03,0.018
16,1,16,0,-7.53,0.48,0.867,0.0,0.0,45.24,0.324
16,1,16,1,-7.46,0.49,0.861,0.0,0.0,45.03,0.324
16,1,16,2,-7.39,0.49,0.854,0.0,0.0,43.89,0.324
16,1,16,3,-7.32,0.49,0.847,0.0,0.0,41.84,0.040
16,1,16,4,-7.34,0.49,0.845,0.0,0.0,39.49,0.040
16,1,16,5,-7.37,0.49,0.842,0.0,0.0,37.30,0.040
16,1,16,6,-7.39,0.49,0.840,0.0,0.0,35.50,0.021
16,1,16,7,-7.02,0.46,0.825,0.0,0.0,34.26,0.021
16,1,16,8,-6.65,0.42,0.811,526.8,26.8,34.62,0.021
16,1,16,9,-6.28,0.39,0.796,286.7,16.3,35.04,0.065
16,1,16,10,-5.76,0.37,0.793,320.4,19.3,35.41,0.065
16,1,16,11,-5.25,0.36,0.789,332.9,20.5,35.69,0.065
16,1,16,12,-4.74,0.34,0.786,348.3,21.5,35.62,0.029
16,1,16,13,-4.82,0.30,0.776,335.2,20.2,35.25,0.029
16,1,16,14,-4.90,0.27,0.766,300.2,17.1,34.71,0.029
16,1,16,15,-4.98,0.24,0.756,195.2,10.0,34.07,0.023
16,1,16,16,-5.35,0.23,0.776,0.0,0.0,33.57,0.023
