jd,mm,dd,hh,t2C,ustar,G-rh2m,PARsun,PARshd,G3-O3,Prec.
270,9,26,20,0.51,0.11,0.775,0.0,0.0,41.39,0.000
270,9,26,21,0.09,0.10,0.792,0.0,0.0,39.54,0.000
270,9,26,22,-0.48,0.10,0.814,0.0,0.0,37.38,0.000
270,9,26,23,-1.06,0.10,0.836,0.0,0.0,35.69,0.000
271,9,27,0,-1.64,0.12,0.858,0.0,0.0,34.80,0.000
271,9,27,1,-1.86,0.11,0.856,0.0,0.0,34.16,0.000
271,9,27,2,-2.08,0.10,0.855,0.0,0.0,34.02,0.000
271,9,27,3,-2.31,0.10,0.854,0.0,0.0,34.40,0.000
271,9,27,4,-2.46,0.10,0.863,0.0,0.0,34.94,0.000
271,9,27,5,-2.61,0.10,0.872,0.0,0.0,35.58,0.000
271,9,27,6,-2.77,0.10,0.880,429.3,24.2,37.19,0.000
271,9,27,7,-0.62,0.10,0.732,805.7,52.0,46.03,0.000
271,9,27,8,1.52,0.10,0.583,939.3,65.1,48.75,0.000
271,9,27,9,3.66,0.11,0.434,1001.0,72.0,50.88,0.000
271,9,27,10,4.80,0.10,0.411,1030.6,75.4,52.48,0.000
271,9,27,11,5.94,0.10,0.387,1041.1,76.6,53.23,0.000
271,9,27,12,7.07,0.10,0.363,1036.1,76.1,51.48,0.001
271,9,27,13,6.66,0.12,0.401,1013.9,73.5,51.33,0.001
271,9,27,14,6.25,0.17,0.438,965.7,68.0,51.20,0.001
271,9,27,15,5.84,0.18,0.475,864.9,57.5,48.65,0.000
271,9,27,16,4.85,0.15,0.533,612.9,36.5,47.92,0.000
271,9,27,17,3.87,0.12,0.591,0.0,0.0,47.37,0.000
271,9,27,18,2.88,0.10,0.649,0.0,0.0,45.23,0.000
271,9,27,19,2.10,0.10,0.690,0.0,0.0,43.41,0.000
271,9,27,20,1.32,0.10,0.731,0.0,0.0,41.68,0.000
271,9,27,21,0.54,0.10,0.771,0.0,0.0,40.14,0.000
271,9,27,22,-0.04,0.12,0.794,0.0,0.0,38.46,0.000
271,9,27,23,-0.61,0.14,0.816,0.0,0.0,37.40,0.000
272,9,28,0,-1.18,0.16,0.839,0.0,0.0,37.06,0.000
272,9,28,1,-1.38,0.12,0.836,0.0,0.0,37.14,0.000
272,9,28,2,-1.57,0.10,0.834,0.0,0.0,37.55,0.000
272,9,28,3,-1.77,0.10,0.831,0.0,0.0,38.60,0.001
272,9,28,4,-1.90,0.10,0.827,0.0,0.0,39.30,0.001
272,9,28,5,-2.04,0.10,0.823,0.0,0.0,39.61,0.001
272,9,28,6,-2.17,0.11,0.819,415.2,23.2,40.59,0.001
272,9,28,7,-0.10,0.15,0.746,801.6,51.5,46.95,0.001
272,9,28,8,1.98,0.19,0.674,937.2,64.7,48.71,0.001
272,9,28,9,4.05,0.26,0.601,999.6,71.7,50.31,0.000
272,9,28,10,5.12,0.27,0.566,1029.5,75.1,51.94,0.000
272,9,28,11,6.20,0.28,0.531,1040.0,76.4,53.09,0.000
272,9,28,12,7.27,0.26,0.495,1034.9,75.8,53.06,0.000
272,9,28,13,6.90,0.27,0.513,1012.4,73.2,53.52,0.000
272,9,28,14,6.53,0.28,0.531,963.3,67.6,53.89,0.000
272,9,28,15,6.16,0.23,0.549,860.1,56.9,51.77,0.000
272,9,28,16,5.08,0.21,0.613,599.4,35.5,51.68,0.000
272,9,28,17,4.00,0.19,0.677,0.0,0.0,51.70,0.000
272,9,28,18,2.92,0.15,0.741,0.0,0.0,49.80,0.000
272,9,28,19,1.95,0.11,0.775,0.0,0.0,47.48,0.000
272,9,28,20,0.98,0.10,0.808,0.0,0.0,45.79,0.000
272,9,28,21,0.02,0.10,0.841,0.0,0.0,43.39,0.000
272,9,28,22,-0.57,0.10,0.851,0.0,0.0,41.95,0.000
272,9,28,23,-1.16,0.10,0.861,0.0,0.0,41.22,0.000
273,9,29,0,-1.74,0.10,0.871,0.0,0.0,41.33,0.000
273,9,29,1,-1.85,0.10,0.869,0.0,0.0,41.77,0.000
273,9,29,2,-1.96,0.10,0.866,0.0,0.0,42.57,0.000
273,9,29,3,-2.06,0.10,0.864,0.0,0.0,43.93,0.000
273,9,29,4,-2.05,0.10,0.852,0.0,0.0,45.10,0.000
273,9,29,5,-2.05,0.10,0.839,0.0,0.0,46.34,0.000
273,9,29,6,-2.04,0.10,0.827,401.5,22.3,50.60,0.000
273,9,29,7,0.70,0.10,0.691,798.3,51.0,53.72,0.000
273,9,29,8,3.44,0.10,0.555,936.0,64.4,51.86,0.000
273,9,29,9,6.18,0.14,0.419,999.0,71.4,50.69,0.000
273,9,29,10,7.14,0.16,0.405,1029.1,74.9,51.94,0.000
273,9,29,11,8.10,0.19,0.391,1039.7,76.1,53.36,0.000
273,9,29,12,9.06,0.18,0.377,914.0,66.7,53.07,0.000
273,9,29,13,8.70,0.19,0.408,893.8,64.4,53.61,0.000
273,9,29,14,8.35,0.21,0.438,849.8,59.4,53.93,0.000
273,9,29,15,7.99,0.19,0.469,856.6,56.4,51.96,0.000
273,9,29,16,6.70,0.17,0.539,587.1,34.5,51.98,0.000
273,9,29,17,5.40,0.16,0.608,0.0,0.0,52.13,0.000
273,9,29,18,4.11,0.15,0.678,0.0,0.0,50.87,0.000
273,9,29,19,3.20,0.13,0.742,0.0,0.0,48.83,0.000
273,9,29,20,2.29,0.11,0.806,0.0,0.0,46.88,0.000
273,9,29,21,1.38,0.10,0.869,0.0,0.0,44.65,0.009
273,9,29,22,1.02,0.10,0.893,0.0,0.0,42.55,0.009
273,9,29,23,0.65,0.10,0.916,0.0,0.0,41.01,0.009
274,9,30,0,0.29,0.10,0.940,0.0,0.0,40.02,0.033
274,9,30,1,0.32,0.10,0.951,0.0,0.0,39.56,0.033
274,9,30,2,0.34,0.10,0.962,0.0,0.0,39.71,0.033
274,9,30,3,0.37,0.10,0.973,0.0,0.0,40.42,0.011
274,9,30,4,0.33,0.10,0.971,0.0,0.0,41.70,0.011
274,9,30,5,0.30,0.10,0.968,0.0,0.0,43.04,0.011
274,9,30,6,0.26,0.10,0.966,228.6,12.6,45.21,0.005
274,9,30,7,1.69,0.11,0.836,468.7,29.8,51.23,0.005
274,9,30,8,3.12,0.16,0.706,551.0,37.8,53.00,0.005
274,9,30,9,4.55,0.21,0.576,309.4,22.1,53.48,0.000
274,9,30,10,5.66,0.27,0.543,318.8,23.1,54.50,0.000
274,9,30,11,6.77,0.33,0.511,322.0,23.5,54.87,0.000
274,9,30,12,7.88,0.36,0.478,285.1,20.8,54.27,0.019
274,9,30,13,7.58,0.36,0.492,278.8,20.0,53.95,0.019
274,9,30,14,7.28,0.37,0.506,264.8,18.4,53.96,0.019
274,9,30,15,6.98,0.37,0.521,476.3,31.2,53.80,0.012
274,9,30,16,5.54,0.31,0.616,320.6,18.7,54.03,0.012
274,9,30,17,4.10,0.26,0.711,0.0,0.0,54.22,0.012
274,9,30,18,2.66,0.21,0.806,0.0,0.0,53.24,0.083
274,9,30,19,2.13,0.21,0.854,0.0,0.0,52.27,0.083
274,9,30,20,1.60,0.21,0.903,0.0,0.0,51.72,0.083
274,9,30,21,1.07,0.22,0.951,0.0,0.0,51.57,0.225
274,9,30,22,1.05,0.19,0.960,0.0,0.0,51.45,0.225
274,9,30,23,1.02,0.17,0.970,0.0,0.0,51.50,0.225
275,10,1,0,1.00,0.16,0.979,0.0,0.0,51.36,0.031
275,10,1,1,0.87,0.16,0.948,0.0,0.0,51.35,0.031
275,10,1,2,0.74,0.17,0.918,0.0,0.0,51.19,0.031
275,10,1,3,0.62,0.18,0.887,0.0,0.0,50.13,0.060
275,10,1,4,0.61,0.18,0.890,0.0,0.0,50.08,0.060
275,10,1,5,0.61,0.18,0.892,0.0,0.0,51.93,0.060
275,10,1,6,0.60,0.18,0.895,349.3,19.2,54.26,0.048
275,10,1,7,1.82,0.21,0.850,740.3,46.9,55.12,0.048
275,10,1,8,3.05,0.24,0.805,872.7,59.6,52.60,0.048
275,10,1,9,4.27,0.28,0.760,664.2,47.2,51.79,0.116
275,10,1,10,5.47,0.33,0.696,684.5,49.6,50.47,0.116
275,10,1,11,6.67,0.39,0.633,691.5,50.4,50.13,0.116
275,10,1,12,7.88,0.44,0.570,1006.3,73.1,50.09,0.014
275,10,1,13,8.18,0.44,0.543,983.3,70.4,49.98,0.014
275,10,1,14,8.48,0.44,0.515,933.2,64.7,49.68,0.014
275,10,1,15,8.78,0.43,0.488,848.2,55.2,48.98,0.000
275,10,1,16,7.81,0.36,0.536,559.3,32.4,48.21,0.000
275,10,1,17,6.83,0.30,0.583,0.0,0.0,47.84,0.000
275,10,1,18,5.86,0.23,0.631,0.0,0.0,46.80,0.009
275,10,1,19,4.85,0.23,0.693,0.0,0.0,46.22,0.009
275,10,1,20,3.84,0.24,0.755,0.0,0.0,46.14,0.009
275,10,1,21,2.83,0.26,0.817,0.0,0.0,46.11,0.016
275,10,1,22,2.10,0.25,0.849,0.0,0.0,45.88,0.016
275,10,1,23,1.36,0.24,0.881,0.0,0.0,45.73,0.016
276,10,2,0,0.63,0.23,0.913,0.0,0.0,45.15,0.030
276,10,2,1,0.33,0.22,0.921,0.0,0.0,44.46,0.030
276,10,2,2,0.04,0.22,0.929,0.0,0.0,44.14,0.030
276,10,2,3,-0.25,0.21,0.936,0.0,0.0,44.16,0.038
276,10,2,4,0.04,0.22,0.941,0.0,0.0,44.37,0.038
276,10,2,5,0.34,0.23,0.947,0.0,0.0,44.61,0.038
276,10,2,6,0.63,0.24,0.952,187.7,10.2,44.79,0.063
276,10,2,7,1.99,0.27,0.883,413.4,26.1,52.14,0.063
276,10,2,8,3.36,0.31,0.815,488.9,33.3,52.40,0.063
276,10,2,9,4.72,0.36,0.746,666.3,47.2,52.27,0.264
276,10,2,10,5.29,0.36,0.721,686.9,49.6,51.77,0.264
276,10,2,11,5.85,0.36,0.695,693.9,50.4,51.30,0.264
276,10,2,12,6.41,0.37,0.670,1014.1,73.4,50.54,0.164
276,10,2,13,5.87,0.32,0.695,990.6,70.7,49.54,0.164
276,10,2,14,5.33,0.26,0.719,939.1,64.9,48.69,0.164
276,10,2,15,4.79,0.21,0.743,406.8,26.4,47.55,0.206
276,10,2,16,3.85,0.18,0.801,262.5,15.1,46.64,0.206
276,10,2,17,2.91,0.14,0.859,0.0,0.0,45.54,0.206
276,10,2,18,1.97,0.11,0.917,0.0,0.0,43.06,0.284
276,10,2,19,1.71,0.10,0.925,0.0,0.0,40.24,0.284
276,10,2,20,1.45,0.10,0.933,0.0,0.0,38.40,0.284
276,10,2,21,1.19,0.10,0.941,0.0,0.0,36.81,0.487
276,10,2,22,0.82,0.10,0.942,0.0,0.0,35.14,0.487
276,10,2,23,0.44,0.10,0.943,0.0,0.0,33.52,0.487
277,10,3,0,0.07,0.10,0.944,0.0,0.0,32.09,0.621
277,10,3,1,-0.28,0.10,0.943,0.0,0.0,30.50,0.621
277,10,3,2,-0.62,0.11,0.943,0.0,0.0,28.86,0.621
277,10,3,3,-0.97,0.15,0.943,0.0,0.0,27.18,0.910
277,10,3,4,-1.26,0.18,0.924,0.0,0.0,26.24,0.910
277,10,3,5,-1.55,0.21,0.906,0.0,0.0,25.40,0.910
277,10,3,6,-1.84,0.25,0.887,95.1,5.1,25.96,0.756
277,10,3,7,-1.67,0.27,0.847,218.0,13.7,28.41,0.756
277,10,3,8,-1.49,0.29,0.807,258.6,17.5,30.45,0.756
277,10,3,9,-1.31,0.33,0.767,442.3,31.2,31.92,0.724
277,10,3,10,-1.43,0.33,0.755,456.0,32.8,33.22,0.724
277,10,3,11,-1.54,0.34,0.743,460.6,33.4,34.85,0.724
277,10,3,12,-1.66,0.34,0.731,674.5,48.7,36.62,0.733
277,10,3,13,-1.94,0.33,0.728,658.5,46.8,38.53,0.733
277,10,3,14,-2.22,0.32,0.726,623.6,42.9,40.35,0.733
277,10,3,15,-2.51,0.31,0.723,806.5,52.0,41.65,0.078
277,10,3,16,-3.30,0.24,0.776,507.5,28.9,41.85,0.078
277,10,3,17,-4.10,0.18,0.829,0.0,0.0,41.22,0.078
277,10,3,18,-4.90,0.11,0.882,0.0,0.0,39.96,0.016
277,10,3,19,-5.44,0.10,0.903,0.0,0.0,38.62,0.016
277,10,3,20,-5.98,0.10,0.925,0.0,0.0,37.33,0.016
277,10,3,21,-6.52,0.10,0.946,0.0,0.0,36.13,0.010
277,10,3,22,-6.94,0.10,0.928,0.0,0.0,35.12,0.010
277,10,3,23,-7.35,0.10,0.911,0.0,0.0,34.37,0.010
278,10,4,0,-7.77,0.10,0.893,0.0,0.0,33.92,0.109
278,10,4,1,-7.30,0.10,0.910,0.0,0.0,36.14,0.109
278,10,4,2,-6.83,0.11,0.927,0.0,0.0,36.38,0.109
278,10,4,3,-6.37,0.16,0.943,0.0,0.0,35.41,0.240
278,10,4,4,-6.20,0.18,0.887,0.0,0.0,34.14,0.240
278,10,4,5,-6.04,0.20,0.831,0.0,0.0,32.46,0.240
278,10,4,6,-5.88,0.23,0.775,306.0,16.5,31.10,0.422
278,10,4,7,-5.50,0.33,0.757,739.6,46.2,30.48,0.422
278,10,4,8,-5.11,0.43,0.740,881.6,59.6,30.46,0.422
278,10,4,9,-4.73,0.53,0.722,973.3,68.5,30.98,0.432
278,10,4,10,-3.92,0.57,0.674,1003.9,72.1,31.72,0.432
278,10,4,11,-3.11,0.60,0.625,1014.3,73.3,32.10,0.432
278,10,4,12,-2.29,0.63,0.576,945.9,68.1,32.18,0.388
278,10,4,13,-3.12,0.54,0.639,922.9,65.4,32.45,0.388
278,10,4,14,-3.94,0.46,0.702,872.4,59.8,32.91,0.388
278,10,4,15,-4.77,0.37,0.765,600.3,38.5,33.07,0.078
278,10,4,16,-5.04,0.29,0.816,366.0,20.7,32.70,0.078
278,10,4,17,-5.30,0.20,0.866,0.0,0.0,31.92,0.078
278,10,4,18,-5.57,0.12,0.917,0.0,0.0,30.71,0.024
278,10,4,19,-6.09,0.10,0.922,0.0,0.0,29.35,0.024
278,10,4,20,-6.61,0.10,0.926,0.0,0.0,28.57,0.024
278,10,4,21,-7.13,0.10,0.931,0.0,0.0,26.42,0.003
278,10,4,22,-7.71,0.10,0.916,0.0,0.0,26.05,0.003
278,10,4,23,-8.29,0.10,0.901,0.0,0.0,26.48,0.003
279,10,5,0,-8.87,0.10,0.886,0.0,0.0,29.42,0.000
279,10,5,1,-7.64,0.12,0.809,0.0,0.0,31.22,0.000
279,10,5,2,-6.42,0.15,0.732,0.0,0.0,33.16,0.000
279,10,5,3,-5.19,0.17,0.654,0.0,0.0,35.01,0.000
279,10,5,4,-5.00,0.19,0.610,0.0,0.0,37.15,0.000
279,10,5,5,-4.80,0.21,0.565,0.0,0.0,39.34,0.000
279,10,5,6,-4.61,0.25,0.520,300.6,16.0,41.63,0.000
279,10,5,7,-1.97,0.25,0.458,770.0,47.8,44.95,0.000
279,10,5,8,0.66,0.26,0.396,922.4,62.1,43.61,0.000
279,10,5,9,3.29,0.29,0.334,990.1,69.5,42.97,0.000
279,10,5,10,4.46,0.28,0.336,1021.8,73.2,43.41,0.000
279,10,5,11,5.64,0.27,0.337,1032.5,74.4,44.23,0.000
279,10,5,12,6.81,0.26,0.339,998.7,71.7,44.51,0.000
279,10,5,13,6.51,0.23,0.367,974.0,68.8,44.61,0.000
279,10,5,14,6.20,0.19,0.395,919.7,62.8,44.71,0.000
279,10,5,15,5.90,0.14,0.423,217.4,13.9,43.74,0.000
279,10,5,16,4.55,0.13,0.458,128.5,7.2,43.77,0.000
279,10,5,17,3.20,0.12,0.494,0.0,0.0,43.57,0.000
279,10,5,18,1.86,0.12,0.529,0.0,0.0,42.16,0.000
279,10,5,19,0.22,0.13,0.601,0.0,0.0,40.36,0.000
279,10,5,20,-1.41,0.15,0.672,0.0,0.0,39.43,0.000
279,10,5,21,-3.05,0.17,0.743,0.0,0.0,39.90,0.000
279,10,5,22,-3.21,0.16,0.745,0.0,0.0,40.24,0.000
279,10,5,23,-3.37,0.16,0.746,0.0,0.0,40.74,0.000
280,10,6,0,-3.54,0.16,0.748,0.0,0.0,41.37,0.000
280,10,6,1,-3.32,0.13,0.762,0.0,0.0,41.87,0.000
280,10,6,2,-3.11,0.11,0.776,0.0,0.0,42.42,0.000
280,10,6,3,-2.89,0.10,0.790,0.0,0.0,42.97,0.000
280,10,6,4,-2.95,0.10,0.784,0.0,0.0,43.58,0.000
280,10,6,5,-3.00,0.10,0.778,0.0,0.0,43.98,0.000
280,10,6,6,-3.06,0.10,0.772,279.5,14.8,44.75,0.000
280,10,6,7,0.22,0.10,0.674,762.8,47.1,43.66,0.000
280,10,6,8,3.51,0.10,0.577,918.4,61.6,42.51,0.000
280,10,6,9,6.79,0.10,0.479,987.1,69.1,42.28,0.000
280,10,6,10,7.54,0.14,0.456,1019.3,72.8,43.23,0.000
280,10,6,11,8.29,0.20,0.433,1030.0,74.0,44.16,0.000
280,10,6,12,9.04,0.24,0.409,1023.2,73.2,44.27,0.007
280,10,6,13,8.42,0.23,0.474,997.1,70.2,44.33,0.007
280,10,6,14,7.81,0.23,0.540,939.9,63.9,44.33,0.007
280,10,6,15,7.19,0.22,0.605,791.0,50.1,43.40,0.001
280,10,6,16,6.16,0.18,0.648,450.8,25.1,42.90,0.001
280,10,6,17,5.13,0.13,0.691,0.0,0.0,42.44,0.001
280,10,6,18,4.10,0.10,0.734,0.0,0.0,40.58,0.014
280,10,6,19,3.18,0.10,0.772,0.0,0.0,38.37,0.014
280,10,6,20,2.25,0.10,0.809,0.0,0.0,36.92,0.014
280,10,6,21,1.33,0.10,0.846,0.0,0.0,36.19,0.006
280,10,6,22,0.88,0.10,0.856,0.0,0.0,36.08,0.006
280,10,6,23,0.43,0.10,0.866,0.0,0.0,36.32,0.006
281,10,7,0,-0.02,0.10,0.876,0.0,0.0,36.79,0.018
281,10,7,1,0.16,0.10,0.884,0.0,0.0,37.23,0.018
281,10,7,2,0.33,0.10,0.893,0.0,0.0,37.51,0.018
281,10,7,3,0.51,0.10,0.901,0.0,0.0,37.01,0.007
281,10,7,4,0.09,0.10,0.909,0.0,0.0,37.14,0.007
281,10,7,5,-0.32,0.10,0.917,0.0,0.0,37.34,0.007
281,10,7,6,-0.74,0.10,0.925,181.6,9.5,40.28,0.001
281,10,7,7,1.81,0.10,0.832,531.8,32.7,44.69,0.001
281,10,7,8,4.37,0.10,0.739,643.7,43.0,45.13,0.001
281,10,7,9,6.92,0.10,0.647,338.4,23.6,44.75,0.000
281,10,7,10,7.70,0.11,0.600,349.6,24.9,44.52,0.000
281,10,7,11,8.49,0.17,0.554,353.4,25.3,44.39,0.000
281,10,7,12,9.27,0.19,0.507,395.9,28.3,43.16,0.059
281,10,7,13,8.72,0.16,0.560,385.7,27.1,42.78,0.059
281,10,7,14,8.17,0.14,0.614,363.1,24.6,42.41,0.059
281,10,7,15,7.63,0.11,0.667,614.7,38.8,40.16,0.020
281,10,7,16,6.92,0.10,0.698,337.8,18.6,39.70,0.020
281,10,7,17,6.22,0.10,0.730,0.0,0.0,39.49,0.020
281,10,7,18,5.51,0.13,0.761,0.0,0.0,38.33,0.001
281,10,7,19,4.82,0.13,0.784,0.0,0.0,36.34,0.001
281,10,7,20,4.13,0.14,0.807,0.0,0.0,34.75,0.001
281,10,7,21,3.44,0.14,0.830,0.0,0.0,33.46,0.003
281,10,7,22,2.59,0.13,0.865,0.0,0.0,32.45,0.003
281,10,7,23,1.74,0.12,0.901,0.0,0.0,31.71,0.003
282,10,8,0,0.89,0.12,0.936,0.0,0.0,31.44,0.004
282,10,8,1,-0.03,0.13,0.931,0.0,0.0,31.62,0.004
282,10,8,2,-0.95,0.15,0.927,0.0,0.0,32.00,0.004
282,10,8,3,-1.87,0.17,0.923,0.0,0.0,32.98,0.005
282,10,8,4,-1.87,0.17,0.913,0.0,0.0,33.79,0.005
282,10,8,5,-1.87,0.17,0.902,0.0,0.0,34.72,0.005
282,10,8,6,-1.87,0.19,0.892,110.3,5.8,36.10,0.001
282,10,8,7,0.51,0.18,0.813,347.1,21.2,40.84,0.001
282,10,8,8,2.89,0.18,0.733,421.9,28.1,41.80,0.001
282,10,8,9,5.26,0.19,0.654,527.6,36.7,42.56,0.001
282,10,8,10,6.01,0.19,0.624,545.2,38.7,44.12,0.001
282,10,8,11,6.75,0.20,0.594,551.0,39.4,45.43,0.001
282,10,8,12,7.49,0.20,0.565,950.9,67.7,45.56,0.014
282,10,8,13,7.58,0.20,0.576,925.8,64.8,46.22,0.014
282,10,8,14,7.66,0.21,0.587,870.4,58.7,46.71,0.014
282,10,8,15,7.75,0.19,0.599,751.4,47.1,46.12,0.001
282,10,8,16,6.80,0.18,0.637,396.3,21.7,46.51,0.001
282,10,8,17,5.86,0.17,0.676,0.0,0.0,46.86,0.001
282,10,8,18,4.91,0.16,0.715,0.0,0.0,45.71,0.000
282,10,8,19,3.71,0.16,0.771,0.0,0.0,44.14,0.000
282,10,8,20,2.50,0.16,0.826,0.0,0.0,42.86,0.000
282,10,8,21,1.30,0.17,0.881,0.0,0.0,41.60,0.000
282,10,8,22,0.46,0.16,0.907,0.0,0.0,40.56,0.000
282,10,8,23,-0.39,0.15,0.933,0.0,0.0,39.99,0.000
283,10,9,0,-1.23,0.15,0.959,0.0,0.0,39.87,0.000
283,10,9,1,-1.70,0.14,0.955,0.0,0.0,40.24,0.000
283,10,9,2,-2.16,0.13,0.951,0.0,0.0,40.73,0.000
283,10,9,3,-2.62,0.12,0.947,0.0,0.0,41.20,0.000
283,10,9,4,-2.51,0.11,0.943,0.0,0.0,41.55,0.000
283,10,9,5,-2.40,0.10,0.939,0.0,0.0,41.84,0.000
283,10,9,6,-2.29,0.12,0.935,215.0,11.1,43.99,0.000
283,10,9,7,0.67,0.11,0.846,742.1,45.2,46.66,0.000
283,10,9,8,3.62,0.13,0.756,907.7,60.2,45.80,0.000
283,10,9,9,6.58,0.19,0.667,631.5,43.7,45.91,0.047
283,10,9,10,7.61,0.22,0.614,653.0,46.2,46.24,0.047
283,10,9,11,8.64,0.26,0.561,660.0,47.0,47.02,0.047
283,10,9,12,9.67,0.27,0.508,1016.8,72.1,47.10,0.031
283,10,9,13,9.24,0.25,0.541,989.0,68.9,47.29,0.031
283,10,9,14,8.81,0.24,0.574,927.9,62.3,47.02,0.031
283,10,9,15,8.38,0.18,0.607,792.0,49.4,43.94,0.017
283,10,9,16,7.25,0.17,0.671,396.1,21.5,42.73,0.017
283,10,9,17,6.11,0.16,0.735,0.0,0.0,41.30,0.017
283,10,9,18,4.98,0.15,0.799,0.0,0.0,38.43,0.004
283,10,9,19,3.94,0.13,0.838,0.0,0.0,35.62,0.004
283,10,9,20,2.91,0.10,0.877,0.0,0.0,33.28,0.004
283,10,9,21,1.88,0.10,0.916,0.0,0.0,31.43,0.002
283,10,9,22,1.37,0.10,0.931,0.0,0.0,29.82,0.002
283,10,9,23,0.87,0.10,0.946,0.0,0.0,28.68,0.002
284,10,10,0,0.36,0.10,0.961,0.0,0.0,28.26,0.002
284,10,10,1,-0.21,0.10,0.967,0.0,0.0,28.28,0.002
284,10,10,2,-0.78,0.10,0.973,0.0,0.0,29.09,0.002
284,10,10,3,-1.36,0.12,0.979,0.0,0.0,30.75,0.000
284,10,10,4,-1.57,0.12,0.973,0.0,0.0,32.63,0.000
284,10,10,5,-1.79,0.11,0.968,0.0,0.0,34.52,0.000
284,10,10,6,-2.00,0.15,0.962,190.3,9.8,38.21,0.000
284,10,10,7,0.87,0.12,0.835,732.5,44.3,44.07,0.000
284,10,10,8,3.74,0.10,0.708,902.4,59.6,46.01,0.000
284,10,10,9,6.60,0.10,0.581,975.8,67.4,48.78,0.000
284,10,10,10,7.58,0.10,0.540,1009.7,71.2,51.71,0.000
284,10,10,11,8.56,0.10,0.499,1020.9,72.5,51.95,0.000
284,10,10,12,9.54,0.10,0.458,1013.8,71.7,49.66,0.000
284,10,10,13,9.38,0.10,0.504,985.5,68.5,49.57,0.000
284,10,10,14,9.22,0.10,0.551,923.1,61.7,49.35,0.000
284,10,10,15,9.07,0.10,0.597,783.3,48.5,45.58,0.000
284,10,10,16,7.94,0.10,0.629,371.1,19.9,45.57,0.000
284,10,10,17,6.81,0.10,0.660,0.0,0.0,45.68,0.000
284,10,10,18,5.68,0.10,0.691,0.0,0.0,44.85,0.000
284,10,10,19,4.07,0.11,0.740,0.0,0.0,43.09,0.000
284,10,10,20,2.46,0.13,0.790,0.0,0.0,41.92,0.000
284,10,10,21,0.84,0.16,0.839,0.0,0.0,41.63,0.000
284,10,10,22,0.13,0.17,0.867,0.0,0.0,41.58,0.000
284,10,10,23,-0.57,0.19,0.895,0.0,0.0,41.93,0.000
285,10,11,0,-1.28,0.20,0.923,0.0,0.0,42.85,0.000
285,10,11,1,-1.50,0.20,0.935,0.0,0.0,43.96,0.000
285,10,11,2,-1.72,0.20,0.947,0.0,0.0,45.19,0.000
285,10,11,3,-1.94,0.19,0.960,0.0,0.0,46.61,0.000
285,10,11,4,-1.96,0.19,0.957,0.0,0.0,48.13,0.000
285,10,11,5,-1.98,0.18,0.955,0.0,0.0,49.61,0.000
285,10,11,6,-2.00,0.21,0.952,168.2,8.6,51.99,0.000
285,10,11,7,1.47,0.19,0.791,724.8,43.6,52.33,0.000
285,10,11,8,4.94,0.17,0.629,898.0,59.0,50.45,0.000
285,10,11,9,8.42,0.23,0.468,973.7,67.0,51.80,0.000
285,10,11,10,9.54,0.17,0.423,1008.0,70.9,53.43,0.000
285,10,11,11,10.66,0.13,0.379,1019.2,72.2,53.40,0.000
285,10,11,12,11.78,0.10,0.335,1011.9,71.3,51.33,0.000
285,10,11,13,11.46,0.12,0.385,983.2,68.1,51.03,0.000
285,10,11,14,11.15,0.13,0.434,919.4,61.2,50.62,0.000
285,10,11,15,10.83,0.10,0.483,775.9,47.8,43.86,0.000
285,10,11,16,9.70,0.10,0.520,346.8,18.5,44.04,0.000
285,10,11,17,8.56,0.10,0.558,0.0,0.0,44.09,0.000
285,10,11,18,7.43,0.10,0.595,0.0,0.0,44.26,0.000
285,10,11,19,5.81,0.10,0.644,0.0,0.0,41.60,0.000
285,10,11,20,4.20,0.10,0.694,0.0,0.0,39.41,0.000
285,10,11,21,2.59,0.13,0.743,0.0,0.0,38.42,0.000
285,10,11,22,1.75,0.15,0.770,0.0,0.0,37.47,0.000
285,10,11,23,0.91,0.17,0.796,0.0,0.0,37.07,0.000
286,10,12,0,0.07,0.18,0.822,0.0,0.0,37.12,0.000
286,10,12,1,-0.31,0.17,0.822,0.0,0.0,37.58,0.000
286,10,12,2,-0.69,0.16,0.822,0.0,0.0,38.32,0.000
286,10,12,3,-1.07,0.13,0.822,0.0,0.0,38.14,0.000
286,10,12,4,-1.17,0.11,0.820,0.0,0.0,39.21,0.000
286,10,12,5,-1.28,0.10,0.817,0.0,0.0,40.47,0.000
286,10,12,6,-1.38,0.13,0.814,147.1,7.4,45.40,0.000
286,10,12,7,1.98,0.10,0.706,719.7,43.1,49.05,0.000
286,10,12,8,5.35,0.10,0.598,896.5,58.7,49.39,0.000
286,10,12,9,8.71,0.10,0.490,972.0,66.7,50.28,0.000
286,10,12,10,9.79,0.10,0.450,1006.8,70.6,53.59,0.000
286,10,12,11,10.88,0.10,0.410,1018.1,71.9,54.91,0.000
286,10,12,12,11.96,0.10,0.370,1009.4,70.9,52.15,0.000
286,10,12,13,11.48,0.11,0.420,980.2,67.6,52.16,0.000
286,10,12,14,11.00,0.13,0.470,915.4,60.6,52.16,0.000
286,10,12,15,10.52,0.12,0.520,769.5,47.1,49.33,0.000
286,10,12,16,9.41,0.10,0.519,323.1,17.0,48.92,0.000
286,10,12,17,8.30,0.10,0.517,0.0,0.0,48.73,0.000
286,10,12,18,7.19,0.10,0.515,0.0,0.0,44.58,0.000
