name,code,mm,dd,hh,cover,t2C,ustar,G-rh2m,L-rh,L-vpd,PARsun,PARshd,G45-O3,G3-O3,CO3ppb,CO3nmole,FstO3,fphen,f_L,f_T,f_D,fenv,gsto,fsun,gsun
CH02_Payerne,CF,8,3,23,0.2665,12.61,0.59,0.975,0.971,0.043,0.0,0.0,31.26,30.03,31.69,1.257E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,4,0,0.2665,12.60,0.33,0.978,0.973,0.039,0.0,0.0,31.10,27.66,30.41,1.205E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,4,1,0.2665,12.18,0.39,0.972,0.968,0.046,0.0,0.0,30.73,27.75,30.33,1.204E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,4,2,0.2665,11.76,0.34,0.965,0.963,0.051,0.0,0.0,30.26,27.00,29.65,1.178E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,4,3,0.2665,11.34,0.54,0.959,0.960,0.053,0.0,0.0,29.38,28.13,29.73,1.183E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,4,4,0.2665,11.70,0.47,0.935,0.932,0.094,21.9,1.3,27.66,26.57,23.08,9.181E+02,1.576E+02,888.00,0.01,0.88,1.00,7.54,0.025,0.123,0.318
CH02_Payerne,CF,8,4,5,0.2665,12.07,0.50,0.911,0.902,0.138,456.3,30.8,24.55,23.81,19.44,7.730E+02,9.183E+01,888.00,0.23,0.89,1.00,183.05,0.608,0.935,2.458
CH02_Payerne,CF,8,4,6,0.2665,12.43,0.63,0.887,0.883,0.170,590.0,43.5,22.67,24.53,20.87,8.298E+02,7.772E+01,888.00,0.34,0.90,1.00,271.41,0.902,0.971,2.592
CH02_Payerne,CF,8,4,7,0.2665,12.98,0.61,0.867,0.859,0.212,680.0,52.8,23.77,25.53,21.74,8.629E+02,6.568E+01,888.00,0.42,0.92,1.00,341.93,1.139,0.983,2.681
CH02_Payerne,CF,8,4,8,0.2665,13.53,0.62,0.847,0.836,0.256,729.2,58.2,24.77,26.69,22.71,8.999E+02,6.169E+01,888.00,0.47,0.94,1.00,392.15,1.309,0.987,2.745
CH02_Payerne,CF,8,4,9,0.2665,14.08,0.72,0.827,0.811,0.305,622.3,50.4,24.10,27.10,23.08,9.130E+02,6.697E+01,888.00,0.47,0.95,1.00,395.75,1.323,0.976,2.760
CH02_Payerne,CF,8,4,10,0.2665,14.13,0.67,0.845,0.833,0.271,634.3,51.6,24.37,26.87,22.92,9.066E+02,6.146E+01,888.00,0.49,0.95,1.00,413.27,1.382,0.978,2.769
CH02_Payerne,CF,8,4,11,0.2665,14.18,0.70,0.864,0.852,0.240,638.4,52.1,24.67,27.47,23.40,9.257E+02,6.315E+01,888.00,0.50,0.95,1.00,420.02,1.405,0.978,2.775
CH02_Payerne,CF,8,4,12,0.2665,14.23,0.70,0.883,0.875,0.203,255.2,20.8,25.38,28.28,24.08,9.524E+02,7.829E+01,888.00,0.33,0.96,1.00,277.52,0.928,0.784,2.226
CH02_Payerne,CF,8,4,13,0.2665,15.21,0.68,0.801,0.783,0.377,251.1,20.4,28.70,31.66,27.00,1.064E+03,8.949E+01,888.00,0.31,0.98,1.00,269.53,0.905,0.778,2.265
CH02_Payerne,CF,8,4,14,0.2665,16.19,0.67,0.720,0.699,0.558,243.0,19.5,30.78,33.84,28.86,1.134E+03,1.025E+02,888.00,0.28,0.99,0.98,243.50,0.820,0.767,2.225
CH02_Payerne,CF,8,4,15,0.2665,17.17,0.33,0.638,0.622,0.747,223.6,17.5,35.12,33.13,28.25,1.107E+03,8.223E+01,888.00,0.24,1.00,0.91,192.21,0.650,0.739,2.015
CH02_Payerne,CF,8,4,16,0.2665,16.48,0.55,0.684,0.660,0.642,198.1,14.8,33.06,33.86,28.47,1.117E+03,1.280E+02,888.00,0.18,0.99,0.95,152.42,0.514,0.695,1.961
CH02_Payerne,CF,8,4,17,0.2665,15.78,0.44,0.730,0.709,0.526,147.2,10.2,33.19,32.63,27.68,1.088E+03,1.525E+02,888.00,0.11,0.98,0.99,94.80,0.319,0.587,1.709
CH02_Payerne,CF,8,4,18,0.2665,15.08,0.16,0.777,0.757,0.419,37.4,2.3,34.93,22.09,16.44,6.478E+02,1.005E+02,888.00,0.02,0.97,1.00,16.65,0.056,0.201,0.584
CH02_Payerne,CF,8,4,19,0.2665,14.43,0.13,0.815,0.796,0.337,0.0,0.0,35.98,26.62,30.18,1.191E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,4,20,0.2665,13.78,0.14,0.853,0.833,0.265,0.0,0.0,34.77,25.80,29.44,1.163E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,4,21,0.2665,13.13,0.28,0.891,0.864,0.206,0.0,0.0,32.06,27.38,30.71,1.215E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,4,22,0.2665,13.05,0.25,0.894,0.873,0.192,0.0,0.0,29.02,24.56,27.59,1.092E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,4,23,0.2665,12.97,0.27,0.897,0.880,0.180,0.0,0.0,26.46,22.48,25.26,1.001E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,5,0,0.2665,12.89,0.61,0.899,0.883,0.175,0.0,0.0,23.88,22.92,24.22,9.611E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,5,1,0.2665,12.64,0.48,0.924,0.912,0.129,0.0,0.0,21.93,20.74,22.06,8.770E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,5,2,0.2665,12.39,0.55,0.949,0.941,0.085,0.0,0.0,20.70,19.73,20.91,8.327E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,5,3,0.2665,12.14,0.69,0.973,0.974,0.036,0.0,0.0,20.04,19.47,20.42,8.146E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,5,4,0.2665,12.37,0.66,0.960,0.956,0.064,11.5,0.7,19.21,19.31,17.66,7.044E+02,9.020E+01,888.00,0.01,0.90,1.00,4.03,0.013,0.067,0.178
CH02_Payerne,CF,8,5,5,0.2665,12.59,0.68,0.947,0.937,0.093,332.0,22.3,16.99,17.54,14.23,5.678E+02,8.867E+01,888.00,0.18,0.91,1.00,149.26,0.496,0.864,2.321
CH02_Payerne,CF,8,5,6,0.2665,12.82,0.79,0.933,0.927,0.108,363.2,26.7,16.46,18.35,15.27,6.090E+02,7.654E+01,888.00,0.26,0.92,1.00,207.84,0.692,0.887,2.404
CH02_Payerne,CF,8,5,7,0.2665,13.24,0.75,0.904,0.894,0.162,419.8,32.6,17.11,18.87,15.69,6.255E+02,6.274E+01,888.00,0.33,0.93,1.00,271.61,0.905,0.919,2.531
CH02_Payerne,CF,8,5,8,0.2665,13.66,0.77,0.876,0.861,0.218,450.5,35.9,18.20,20.17,16.76,6.674E+02,5.959E+01,888.00,0.38,0.94,1.00,318.57,1.064,0.933,2.605
CH02_Payerne,CF,8,5,9,0.2665,14.08,0.75,0.847,0.832,0.271,476.5,38.5,19.70,21.98,18.44,7.337E+02,5.947E+01,888.00,0.42,0.95,1.00,354.41,1.185,0.943,2.666
CH02_Payerne,CF,8,5,10,0.2665,14.49,0.79,0.807,0.789,0.350,485.8,39.5,22.20,25.06,21.00,8.343E+02,6.622E+01,888.00,0.44,0.96,1.00,375.28,1.257,0.946,2.705
CH02_Payerne,CF,8,5,11,0.2665,14.90,0.77,0.767,0.748,0.429,489.0,39.8,25.25,28.31,23.74,9.418E+02,7.285E+01,888.00,0.45,0.97,1.00,384.96,1.291,0.947,2.735
CH02_Payerne,CF,8,5,12,0.2665,15.31,0.64,0.727,0.715,0.500,249.3,20.3,29.04,30.87,25.82,1.023E+03,8.210E+01,888.00,0.32,0.98,1.00,279.51,0.939,0.776,2.262
CH02_Payerne,CF,8,5,13,0.2665,15.49,0.71,0.735,0.722,0.493,245.3,19.9,30.37,32.96,27.51,1.089E+03,9.514E+01,888.00,0.31,0.98,1.00,266.58,0.896,0.770,2.254
CH02_Payerne,CF,8,5,14,0.2665,15.67,0.67,0.744,0.731,0.482,237.3,19.0,31.47,33.79,28.24,1.117E+03,1.032E+02,888.00,0.28,0.98,1.00,242.86,0.816,0.759,2.228
CH02_Payerne,CF,8,5,15,0.2665,15.85,0.56,0.752,0.732,0.486,275.4,21.5,32.80,32.30,26.19,1.035E+03,9.785E+01,888.00,0.27,0.99,1.00,235.55,0.792,0.808,2.380
CH02_Payerne,CF,8,5,16,0.2665,15.06,0.58,0.816,0.797,0.350,243.4,18.2,31.14,30.85,25.02,9.904E+02,1.151E+02,888.00,0.21,0.97,1.00,179.94,0.604,0.768,2.227
CH02_Payerne,CF,8,5,17,0.2665,14.28,0.57,0.880,0.867,0.218,179.4,12.3,28.24,27.89,22.70,9.006E+02,1.417E+02,888.00,0.13,0.96,1.00,107.57,0.360,0.659,1.875
CH02_Payerne,CF,8,5,18,0.2665,13.49,0.61,0.943,0.934,0.102,28.1,1.7,24.65,24.11,20.42,8.117E+02,1.614E+02,888.00,0.01,0.94,1.00,11.93,0.040,0.155,0.431
CH02_Payerne,CF,8,5,19,0.2665,13.33,0.55,0.953,0.947,0.082,0.0,0.0,26.72,25.41,26.98,1.073E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,5,20,0.2665,13.17,0.58,0.963,0.958,0.063,0.0,0.0,25.35,24.18,25.64,1.020E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,5,21,0.2665,13.00,0.70,0.972,0.969,0.047,0.0,0.0,23.56,22.83,23.99,9.553E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,5,22,0.2665,12.99,0.66,0.974,0.970,0.045,0.0,0.0,21.89,21.13,22.25,8.858E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,5,23,0.2665,12.97,0.68,0.975,0.972,0.042,0.0,0.0,20.56,19.89,20.92,8.326E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,1,0,0.6625,13.34,0.30,0.809,0.761,0.368,0.0,0.0,28.26,27.22,27.67,1.151E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,1,1,0.6625,13.34,0.30,0.809,0.761,0.368,0.0,0.0,27.00,26.01,26.43,1.100E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,1,2,0.6625,13.34,0.30,0.809,0.761,0.368,0.0,0.0,26.07,25.12,25.53,1.062E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,1,3,0.6625,13.34,0.33,0.809,0.768,0.357,197.9,13.4,17.15,17.17,16.95,7.055E+02,1.008E+02,888.00,0.10,0.93,1.00,86.31,0.288,0.695,1.920
CH02_Payerne,CF,8,1,4,0.6625,14.45,0.38,0.754,0.712,0.476,520.2,38.4,14.45,15.18,14.98,6.213E+02,5.239E+01,888.00,0.28,0.96,1.00,235.77,0.789,0.956,2.731
CH02_Payerne,CF,8,1,5,0.6625,15.56,0.35,0.698,0.663,0.599,706.1,55.7,15.06,15.41,15.20,6.287E+02,3.792E+01,888.00,0.39,0.98,0.96,324.33,1.090,0.986,2.784
CH02_Payerne,CF,8,1,6,0.6625,16.66,0.47,0.643,0.623,0.721,809.5,66.8,13.31,16.05,15.86,6.541E+02,3.730E+01,888.00,0.46,0.99,0.92,372.47,1.257,0.992,2.720
CH02_Payerne,CF,8,1,7,0.6625,17.87,0.36,0.582,0.553,0.924,875.3,74.2,18.42,20.15,19.93,8.183E+02,3.682E+01,888.00,0.51,1.00,0.85,383.12,1.298,0.995,2.536
CH02_Payerne,CF,8,1,8,0.6625,19.08,0.40,0.522,0.486,1.148,915.7,79.0,19.92,22.52,22.27,9.106E+02,4.050E+01,888.00,0.54,1.00,0.77,368.50,1.253,0.996,2.298
CH02_Payerne,CF,8,1,9,0.6625,20.29,0.45,0.461,0.432,1.368,793.5,69.0,19.46,22.01,21.73,8.850E+02,4.388E+01,888.00,0.53,0.98,0.69,317.15,1.083,0.991,2.033
CH02_Payerne,CF,8,1,10,0.6625,20.86,0.44,0.431,0.398,1.501,802.5,70.1,19.98,22.38,22.10,8.980E+02,4.310E+01,888.00,0.54,0.97,0.64,297.90,1.019,0.992,1.879
CH02_Payerne,CF,8,1,11,0.6625,21.43,0.45,0.400,0.366,1.639,802.2,70.1,20.17,22.66,22.38,9.073E+02,4.372E+01,888.00,0.54,0.96,0.59,271.59,0.931,0.992,1.717
CH02_Payerne,CF,8,1,12,0.6625,22.00,0.34,0.370,0.339,1.772,930.5,80.9,21.83,22.65,22.37,9.050E+02,3.632E+01,888.00,0.56,0.95,0.54,256.81,0.882,0.996,1.567
CH02_Payerne,CF,8,1,13,0.6625,21.97,0.42,0.363,0.328,1.798,906.4,78.1,20.09,22.32,22.05,8.913E+02,4.132E+01,888.00,0.54,0.95,0.53,242.66,0.834,0.996,1.539
CH02_Payerne,CF,8,1,14,0.6625,21.94,0.38,0.356,0.322,1.811,864.9,73.2,20.47,21.97,21.71,8.765E+02,4.118E+01,888.00,0.50,0.95,0.53,225.02,0.773,0.994,1.525
CH02_Payerne,CF,8,1,15,0.6625,21.92,0.34,0.349,0.319,1.815,541.7,44.5,22.35,17.56,17.22,6.946E+02,4.287E+01,888.00,0.37,0.95,0.53,166.05,0.570,0.961,1.471
CH02_Payerne,CF,8,1,16,0.6625,20.55,0.27,0.456,0.377,1.525,465.9,36.6,23.22,17.52,17.17,6.942E+02,4.654E+01,888.00,0.30,0.98,0.63,165.62,0.566,0.939,1.763
CH02_Payerne,CF,8,1,17,0.6625,19.18,0.31,0.563,0.433,1.273,335.0,24.6,21.59,16.65,16.33,6.612E+02,6.367E+01,888.00,0.20,1.00,0.72,129.13,0.439,0.866,1.881
CH02_Payerne,CF,8,1,18,0.6625,17.82,0.20,0.670,0.484,1.062,126.5,8.5,19.23,8.91,8.75,3.552E+02,5.207E+01,888.00,0.07,1.00,0.80,48.59,0.165,0.532,1.276
CH02_Payerne,CF,8,1,19,0.6625,16.42,0.17,0.704,0.541,0.863,0.0,0.0,19.52,16.29,16.89,6.888E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,1,20,0.6625,15.02,0.18,0.739,0.602,0.683,0.0,0.0,19.68,16.53,17.15,7.024E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,1,21,0.6625,13.62,0.10,0.773,0.676,0.508,0.0,0.0,19.90,14.22,14.64,6.024E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,1,22,0.6625,12.99,0.13,0.792,0.702,0.447,0.0,0.0,20.14,15.00,15.59,6.426E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,1,23,0.6625,12.36,0.11,0.811,0.739,0.376,0.0,0.0,20.11,14.61,15.10,6.235E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,2,0,0.6625,11.73,0.10,0.831,0.765,0.325,0.0,0.0,19.74,12.38,12.86,5.317E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,2,1,0.6625,11.21,0.10,0.858,0.802,0.264,0.0,0.0,19.29,12.10,12.56,5.202E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,2,2,0.6625,10.69,0.10,0.886,0.841,0.205,0.0,0.0,19.26,12.08,12.55,5.199E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,2,3,0.6625,10.17,0.40,0.914,0.874,0.157,186.1,12.5,14.80,16.40,16.06,6.663E+02,1.046E+02,888.00,0.10,0.81,1.00,70.30,0.232,0.673,1.597
CH02_Payerne,CF,8,2,4,0.6625,12.68,0.36,0.806,0.752,0.365,516.4,38.0,15.46,16.48,16.28,6.725E+02,5.435E+01,888.00,0.27,0.91,1.00,221.40,0.737,0.955,2.575
CH02_Payerne,CF,8,2,5,0.6625,15.19,0.37,0.699,0.648,0.611,706.5,55.6,16.88,18.21,17.99,7.401E+02,4.536E+01,888.00,0.38,0.98,0.96,319.75,1.073,0.986,2.751
CH02_Payerne,CF,8,2,6,0.6625,17.69,0.49,0.592,0.572,0.875,817.1,67.3,15.80,17.77,17.52,7.177E+02,4.314E+01,888.00,0.46,1.00,0.86,352.49,1.193,0.993,2.580
CH02_Payerne,CF,8,2,7,0.6625,18.90,0.41,0.532,0.501,1.100,884.3,74.9,20.06,21.25,20.96,8.552E+02,4.271E+01,888.00,0.51,1.00,0.78,354.37,1.205,0.995,2.349
CH02_Payerne,CF,8,2,8,0.6625,20.11,0.45,0.472,0.435,1.346,925.4,79.7,21.74,23.68,23.35,9.495E+02,4.636E+01,888.00,0.54,0.99,0.70,331.67,1.132,0.996,2.071
CH02_Payerne,CF,8,2,9,0.6625,21.32,0.53,0.411,0.378,1.599,940.7,81.8,21.13,24.95,24.63,9.975E+02,5.023E+01,888.00,0.56,0.97,0.60,292.01,1.001,0.996,1.770
CH02_Payerne,CF,8,2,10,0.6625,22.00,0.51,0.389,0.353,1.733,951.4,83.0,21.89,25.41,25.08,1.013E+03,4.903E+01,888.00,0.57,0.95,0.56,269.17,0.925,0.997,1.608
CH02_Payerne,CF,8,2,11,0.6625,22.67,0.51,0.367,0.330,1.873,951.0,83.0,22.47,26.21,25.87,1.043E+03,5.071E+01,888.00,0.57,0.93,0.51,240.03,0.827,0.997,1.438
CH02_Payerne,CF,8,2,12,0.6625,23.34,0.59,0.345,0.307,2.016,948.0,82.4,22.35,25.75,25.37,1.020E+03,5.476E+01,888.00,0.56,0.91,0.45,207.51,0.716,0.997,1.265
CH02_Payerne,CF,8,2,13,0.6625,23.25,0.52,0.348,0.309,2.002,923.1,79.4,23.84,26.06,25.67,1.032E+03,5.416E+01,888.00,0.54,0.91,0.46,202.39,0.698,0.996,1.283
CH02_Payerne,CF,8,2,14,0.6625,23.17,0.56,0.351,0.307,1.995,880.3,74.4,23.31,26.15,25.76,1.035E+03,5.973E+01,888.00,0.51,0.92,0.46,190.69,0.658,0.995,1.291
CH02_Payerne,CF,8,2,15,0.6625,23.08,0.43,0.354,0.309,1.981,810.4,66.5,27.02,22.48,22.04,8.847E+02,5.183E+01,888.00,0.45,0.92,0.47,173.26,0.597,0.992,1.306
CH02_Payerne,CF,8,2,16,0.6625,21.57,0.46,0.445,0.350,1.697,694.7,54.4,26.79,22.71,22.26,8.955E+02,6.472E+01,888.00,0.38,0.96,0.57,182.96,0.628,0.985,1.640
CH02_Payerne,CF,8,2,17,0.6625,20.05,0.45,0.537,0.397,1.430,494.4,36.2,25.84,21.71,21.29,8.585E+02,8.419E+01,888.00,0.26,0.99,0.67,152.21,0.519,0.949,1.888
CH02_Payerne,CF,8,2,18,0.6625,18.53,0.27,0.628,0.439,1.210,149.5,9.9,25.12,13.67,13.42,5.423E+02,8.652E+01,888.00,0.08,1.00,0.74,51.59,0.175,0.592,1.328
CH02_Payerne,CF,8,2,19,0.6625,16.97,0.26,0.655,0.481,1.013,0.0,0.0,27.27,24.75,25.44,1.033E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,2,20,0.6625,15.41,0.26,0.682,0.527,0.834,0.0,0.0,27.22,24.71,25.40,1.036E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,2,21,0.6625,13.85,0.33,0.709,0.570,0.684,0.0,0.0,25.98,24.57,25.10,1.029E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,2,22,0.6625,13.32,0.33,0.730,0.610,0.600,0.0,0.0,24.18,22.83,23.32,9.583E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,2,23,0.6625,12.78,0.33,0.751,0.651,0.518,0.0,0.0,22.01,20.80,21.24,8.754E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,3,0,0.6625,12.25,0.42,0.772,0.692,0.441,0.0,0.0,19.54,19.06,19.35,7.996E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,3,1,0.6625,12.49,0.42,0.817,0.762,0.346,0.0,0.0,17.60,17.15,17.41,7.201E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,3,2,0.6625,12.73,0.42,0.862,0.830,0.251,0.0,0.0,16.77,16.35,16.60,6.872E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,3,3,0.6625,12.98,0.57,0.908,0.902,0.147,172.4,11.5,10.81,11.75,11.57,4.796E+02,9.510E+01,888.00,0.09,0.92,1.00,73.92,0.246,0.645,1.758
CH02_Payerne,CF,8,3,4,0.6625,14.45,0.57,0.840,0.819,0.300,509.2,37.4,10.42,11.35,11.17,4.612E+02,4.930E+01,888.00,0.27,0.96,1.00,229.57,0.769,0.953,2.723
CH02_Payerne,CF,8,3,5,0.6625,15.93,0.57,0.773,0.744,0.466,703.0,55.2,11.09,12.05,11.85,4.877E+02,3.841E+01,888.00,0.38,0.99,1.00,334.56,1.126,0.985,2.905
CH02_Payerne,CF,8,3,6,0.6625,17.41,0.78,0.706,0.684,0.633,815.2,67.0,9.18,12.07,11.88,4.870E+02,3.770E+01,888.00,0.46,1.00,0.95,386.06,1.306,0.992,2.834
CH02_Payerne,CF,8,3,7,0.6625,18.69,0.65,0.619,0.581,0.911,883.2,74.7,13.02,15.45,15.21,6.209E+02,3.943E+01,888.00,0.51,1.00,0.85,384.36,1.306,0.995,2.553
CH02_Payerne,CF,8,3,8,0.6625,19.96,0.72,0.533,0.487,1.210,924.7,79.6,14.11,17.56,17.28,7.028E+02,4.384E+01,888.00,0.54,0.99,0.74,354.88,1.211,0.996,2.220
CH02_Payerne,CF,8,3,9,0.6625,21.24,0.76,0.446,0.408,1.514,799.6,69.4,14.34,17.77,17.48,7.079E+02,4.662E+01,888.00,0.53,0.97,0.63,287.95,0.987,0.992,1.854
CH02_Payerne,CF,8,3,10,0.6625,21.40,0.76,0.438,0.398,1.554,808.7,70.5,14.20,17.59,17.30,7.000E+02,4.524E+01,888.00,0.54,0.96,0.62,285.76,0.980,0.992,1.807
CH02_Payerne,CF,8,3,11,0.6625,21.56,0.76,0.430,0.388,1.595,808.3,70.5,13.91,17.22,16.94,6.844E+02,4.422E+01,888.00,0.54,0.96,0.61,277.80,0.953,0.992,1.759
CH02_Payerne,CF,8,3,12,0.6625,21.72,0.67,0.422,0.379,1.635,895.5,77.7,14.65,16.62,16.33,6.591E+02,3.937E+01,888.00,0.55,0.96,0.59,276.96,0.951,0.995,1.718
CH02_Payerne,CF,8,3,13,0.6625,21.70,0.72,0.434,0.385,1.619,871.6,74.9,13.77,16.17,15.89,6.415E+02,4.127E+01,888.00,0.53,0.96,0.60,268.48,0.921,0.995,1.734
CH02_Payerne,CF,8,3,14,0.6625,21.68,0.70,0.447,0.391,1.599,830.5,70.1,13.55,15.63,15.36,6.200E+02,4.192E+01,888.00,0.49,0.96,0.60,253.28,0.869,0.993,1.752
CH02_Payerne,CF,8,3,15,0.6625,21.66,0.51,0.459,0.397,1.582,807.4,66.1,15.38,13.91,13.64,5.504E+02,3.527E+01,888.00,0.45,0.96,0.61,234.75,0.806,0.992,1.769
CH02_Payerne,CF,8,3,16,0.6625,20.49,0.57,0.527,0.440,1.366,689.6,53.9,14.34,13.53,13.27,5.367E+02,4.358E+01,888.00,0.37,0.98,0.69,223.89,0.765,0.984,2.016
CH02_Payerne,CF,8,3,17,0.6625,19.32,0.54,0.595,0.489,1.157,484.6,35.3,13.53,12.52,12.28,4.979E+02,5.455E+01,888.00,0.26,0.99,0.76,172.37,0.587,0.945,2.170
CH02_Payerne,CF,8,3,18,0.6625,18.15,0.30,0.663,0.534,0.979,133.5,8.8,14.08,8.90,8.75,3.555E+02,6.047E+01,888.00,0.07,1.00,0.83,51.12,0.173,0.551,1.373
CH02_Payerne,CF,8,3,19,0.6625,16.83,0.34,0.705,0.586,0.799,0.0,0.0,16.04,15.20,15.52,6.333E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,3,20,0.6625,15.51,0.32,0.748,0.645,0.630,0.0,0.0,15.96,15.07,15.39,6.305E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,3,21,0.6625,14.19,0.23,0.790,0.707,0.477,0.0,0.0,15.25,13.80,14.19,5.839E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,3,22,0.6625,13.52,0.25,0.817,0.747,0.394,0.0,0.0,14.43,13.15,13.51,5.573E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,3,23,0.6625,12.85,0.24,0.844,0.790,0.313,0.0,0.0,13.66,12.40,12.75,5.273E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,4,0,0.6625,12.18,0.21,0.871,0.833,0.238,0.0,0.0,12.92,11.67,12.00,4.975E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,4,1,0.6625,12.19,0.23,0.888,0.854,0.208,0.0,0.0,12.23,11.15,11.45,4.756E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,4,2,0.6625,12.21,0.22,0.904,0.875,0.178,0.0,0.0,11.65,10.57,10.86,4.520E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,4,3,0.6625,12.23,0.31,0.921,0.904,0.137,156.8,10.4,9.17,9.22,9.08,3.787E+02,5.695E+01,888.00,0.08,0.90,1.00,65.33,0.217,0.610,1.613
