name,code,mm,dd,hh,cover,t2C,ustar,G-rh2m,L-rh,L-vpd,PARsun,PARshd,G45-O3,G3-O3,CO3ppb,CO3nmole,FstO3,fphen,f_L,f_T,f_D,fenv,gsto,fsun,gsun
CH02_Payerne,CF,8,3,13,0.0488,15.48,1.49,0.855,0.817,0.323,885.0,71.9,24.57,21.23,20.54,8.647E+02,8.128E+01,888.00,0.54,0.98,1.00,458.84,1.542,0.995,2.821
CH02_Payerne,CF,8,3,14,0.0488,15.69,1.43,0.835,0.797,0.365,870.0,70.3,24.57,21.07,20.39,8.582E+02,8.153E+01,888.00,0.53,0.98,1.00,447.03,1.503,0.995,2.831
CH02_Payerne,CF,8,3,15,0.0488,15.90,1.19,0.815,0.778,0.405,882.8,70.5,25.30,20.96,20.28,8.533E+02,7.679E+01,888.00,0.51,0.99,1.00,432.53,1.455,0.995,2.842
CH02_Payerne,CF,8,3,16,0.0488,15.95,1.32,0.806,0.766,0.426,829.6,64.7,24.68,20.81,20.15,8.478E+02,8.753E+01,888.00,0.46,0.99,1.00,394.12,1.326,0.993,2.839
CH02_Payerne,CF,8,3,17,0.0488,16.00,1.26,0.796,0.758,0.444,737.7,55.2,24.65,20.60,19.96,8.397E+02,9.825E+01,888.00,0.40,0.99,1.00,335.97,1.131,0.988,2.827
CH02_Payerne,CF,8,3,18,0.0488,16.05,0.95,0.787,0.750,0.459,573.9,40.1,25.51,20.40,19.78,8.321E+02,1.115E+02,888.00,0.29,0.99,1.00,248.11,0.835,0.968,2.772
CH02_Payerne,CF,8,3,19,0.0488,16.16,1.10,0.778,0.741,0.479,228.6,14.3,24.81,20.33,19.88,8.358E+02,2.219E+02,888.00,0.11,0.99,1.00,95.80,0.323,0.746,2.140
CH02_Payerne,CF,8,3,20,0.0488,16.26,1.02,0.768,0.735,0.493,0.0,0.0,29.31,28.76,29.47,1.238E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,3,21,0.0488,16.36,0.75,0.759,0.730,0.506,0.0,0.0,30.21,29.33,30.23,1.270E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,3,22,0.0488,16.33,0.88,0.763,0.734,0.498,0.0,0.0,30.28,29.57,30.38,1.276E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,3,23,0.0488,16.29,0.81,0.767,0.741,0.483,0.0,0.0,30.13,29.33,30.18,1.268E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,4,0,0.0488,16.25,0.86,0.770,0.749,0.468,0.0,0.0,29.92,29.19,30.00,1.260E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,4,1,0.0488,16.25,0.78,0.760,0.737,0.490,0.0,0.0,29.67,28.84,29.71,1.248E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,4,2,0.0488,16.24,0.81,0.749,0.722,0.516,0.0,0.0,29.31,28.54,29.37,1.234E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,4,3,0.0488,16.23,0.86,0.738,0.708,0.543,0.0,0.0,28.81,28.11,28.89,1.214E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,4,4,0.0488,16.29,0.86,0.738,0.705,0.550,0.0,0.0,28.31,27.62,28.39,1.193E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,4,5,0.0488,16.35,0.86,0.739,0.702,0.558,96.1,5.8,24.90,19.80,19.58,8.225E+02,2.404E+02,888.00,0.05,0.99,0.98,40.08,0.135,0.438,1.273
CH02_Payerne,CF,8,4,6,0.0488,16.41,0.84,0.739,0.699,0.566,371.2,25.3,23.25,18.31,17.78,7.470E+02,1.207E+02,888.00,0.21,0.99,0.98,177.77,0.599,0.892,2.587
CH02_Payerne,CF,8,4,7,0.0488,16.50,0.85,0.736,0.700,0.567,521.7,38.4,22.90,18.05,17.49,7.350E+02,8.601E+01,888.00,0.32,0.99,0.98,271.10,0.914,0.956,2.775
CH02_Payerne,CF,8,4,8,0.0488,16.59,0.85,0.734,0.702,0.568,601.2,46.5,23.16,18.24,17.66,7.421E+02,7.203E+01,888.00,0.39,0.99,0.98,334.24,1.127,0.973,2.825
CH02_Payerne,CF,8,4,9,0.0488,16.69,0.75,0.731,0.705,0.566,900.8,71.5,24.14,18.74,18.13,7.620E+02,5.529E+01,888.00,0.51,0.99,0.98,436.34,1.472,0.996,2.896
CH02_Payerne,CF,8,4,10,0.0488,16.75,0.81,0.730,0.702,0.573,937.6,75.5,24.77,19.40,18.76,7.883E+02,5.584E+01,888.00,0.54,1.00,0.97,463.40,1.564,0.996,2.893
CH02_Payerne,CF,8,4,11,0.0488,16.82,0.78,0.729,0.701,0.577,957.3,77.6,25.65,20.00,19.34,8.125E+02,5.473E+01,888.00,0.56,1.00,0.97,478.95,1.617,0.997,2.892
CH02_Payerne,CF,8,4,12,0.0488,16.88,0.47,0.727,0.703,0.576,931.7,75.7,27.58,20.53,19.86,8.345E+02,4.363E+01,888.00,0.56,1.00,0.97,479.12,1.618,0.996,2.894
CH02_Payerne,CF,8,4,13,0.0488,16.95,0.64,0.730,0.706,0.573,927.6,75.3,27.68,21.14,20.45,8.589E+02,5.293E+01,888.00,0.55,1.00,0.97,476.29,1.608,0.996,2.899
CH02_Payerne,CF,8,4,14,0.0488,17.03,0.54,0.732,0.717,0.554,911.8,73.6,28.58,21.52,20.81,8.741E+02,5.108E+01,888.00,0.54,1.00,0.98,466.26,1.575,0.996,2.921
CH02_Payerne,CF,8,4,15,0.0488,17.11,0.49,0.735,0.724,0.543,917.4,73.2,28.83,21.53,20.84,8.750E+02,5.045E+01,888.00,0.52,1.00,0.98,450.66,1.523,0.996,2.935
CH02_Payerne,CF,8,4,16,0.0488,17.06,0.47,0.743,0.731,0.527,861.3,67.1,28.44,21.18,20.50,8.609E+02,5.315E+01,888.00,0.47,1.00,0.99,412.93,1.395,0.994,2.945
CH02_Payerne,CF,8,4,17,0.0488,17.01,0.48,0.750,0.737,0.513,764.2,57.1,27.56,20.55,19.89,8.354E+02,6.055E+01,888.00,0.40,1.00,1.00,353.52,1.194,0.990,2.946
CH02_Payerne,CF,8,4,18,0.0488,16.97,0.43,0.758,0.742,0.503,586.8,40.9,26.67,19.75,19.13,8.034E+02,7.322E+01,888.00,0.29,1.00,1.00,259.96,0.878,0.970,2.897
CH02_Payerne,CF,8,4,19,0.0488,16.77,0.46,0.772,0.756,0.469,222.0,13.8,25.41,18.95,18.43,7.745E+02,1.429E+02,888.00,0.11,1.00,1.00,95.82,0.323,0.736,2.195
CH02_Payerne,CF,8,4,20,0.0488,16.57,0.44,0.785,0.772,0.432,0.0,0.0,26.59,25.23,26.29,1.106E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,4,21,0.0488,16.37,0.27,0.799,0.791,0.392,0.0,0.0,27.25,25.18,26.53,1.116E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,4,22,0.0488,16.35,0.38,0.797,0.789,0.395,0.0,0.0,27.75,26.11,27.32,1.150E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,4,23,0.0488,16.32,0.32,0.795,0.794,0.386,0.0,0.0,28.21,26.33,27.64,1.164E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,5,0,0.0488,16.30,0.21,0.793,0.794,0.384,0.0,0.0,28.58,26.00,27.50,1.159E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,5,1,0.0488,16.45,0.12,0.816,0.820,0.340,0.0,0.0,28.64,25.79,26.77,1.127E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,5,2,0.0488,16.61,0.10,0.839,0.840,0.306,0.0,0.0,28.24,25.38,26.12,1.099E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,5,3,0.0488,16.76,0.20,0.862,0.841,0.305,0.0,0.0,27.21,24.74,26.16,1.100E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,5,4,0.0488,16.86,0.20,0.864,0.839,0.311,0.0,0.0,25.66,23.31,24.66,1.037E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,5,5,0.0488,16.97,0.20,0.865,0.837,0.317,64.3,3.9,23.13,16.59,16.23,6.821E+02,1.113E+02,888.00,0.03,1.00,1.00,27.91,0.094,0.320,0.957
CH02_Payerne,CF,8,5,6,0.0488,17.07,0.10,0.867,0.846,0.302,357.7,24.3,20.23,14.32,13.91,5.845E+02,2.981E+01,888.00,0.20,1.00,1.00,177.25,0.599,0.883,2.642
CH02_Payerne,CF,8,5,7,0.0488,17.49,0.16,0.845,0.818,0.367,507.6,37.3,18.56,13.20,12.80,5.373E+02,2.823E+01,888.00,0.31,1.00,1.00,274.11,0.927,0.952,2.859
CH02_Payerne,CF,8,5,8,0.0488,17.91,0.12,0.823,0.803,0.408,586.5,45.3,17.97,12.73,12.36,5.181E+02,1.924E+01,888.00,0.38,1.00,1.00,339.55,1.150,0.970,2.919
CH02_Payerne,CF,8,5,9,0.0488,18.34,0.26,0.801,0.782,0.464,784.5,62.2,17.66,12.73,12.32,5.159E+02,2.367E+01,888.00,0.48,1.00,1.00,422.37,1.433,0.991,2.985
CH02_Payerne,CF,8,5,10,0.0488,18.53,0.10,0.804,0.806,0.418,817.0,65.8,18.62,13.16,12.78,5.347E+02,1.310E+01,888.00,0.51,1.00,1.00,451.60,1.533,0.993,2.990
CH02_Payerne,CF,8,5,11,0.0488,18.71,0.17,0.806,0.787,0.464,834.3,67.6,20.53,14.60,14.16,5.918E+02,1.971E+01,888.00,0.53,1.00,1.00,468.19,1.591,0.993,2.992
CH02_Payerne,CF,8,5,12,0.0488,18.90,0.53,0.809,0.766,0.516,504.5,41.0,22.42,16.82,16.26,6.793E+02,4.554E+01,888.00,0.44,1.00,0.99,387.52,1.317,0.952,2.849
CH02_Payerne,CF,8,5,13,0.0488,18.68,0.35,0.826,0.780,0.478,502.3,40.7,25.49,18.61,18.00,7.519E+02,4.150E+01,888.00,0.44,1.00,1.00,386.26,1.312,0.951,2.864
CH02_Payerne,CF,8,5,14,0.0488,18.45,0.44,0.842,0.790,0.450,493.7,39.8,27.30,20.21,19.54,8.158E+02,5.215E+01,888.00,0.42,1.00,1.00,371.84,1.262,0.948,2.856
CH02_Payerne,CF,8,5,15,0.0488,18.23,0.58,0.859,0.799,0.425,381.8,30.4,26.92,20.36,19.70,8.221E+02,6.814E+01,888.00,0.35,1.00,1.00,311.07,1.055,0.899,2.707
CH02_Payerne,CF,8,5,16,0.0488,18.09,0.54,0.869,0.814,0.390,358.2,27.9,25.19,18.93,18.32,7.649E+02,6.834E+01,888.00,0.31,1.00,1.00,272.06,0.922,0.883,2.659
CH02_Payerne,CF,8,5,17,0.0488,17.94,0.56,0.879,0.829,0.356,317.1,23.6,23.71,17.88,17.31,7.232E+02,7.828E+01,888.00,0.25,1.00,1.00,217.84,0.738,0.851,2.560
CH02_Payerne,CF,8,5,18,0.0488,17.80,0.55,0.888,0.842,0.325,450.7,31.3,21.88,16.48,15.96,6.669E+02,7.807E+01,888.00,0.25,1.00,1.00,219.71,0.744,0.933,2.806
CH02_Payerne,CF,8,5,19,0.0488,17.77,0.57,0.889,0.845,0.318,161.1,10.0,19.53,14.78,14.40,6.022E+02,1.317E+02,888.00,0.08,1.00,1.00,72.70,0.246,0.620,1.863
CH02_Payerne,CF,8,5,20,0.0488,17.75,0.55,0.889,0.849,0.310,0.0,0.0,19.83,18.99,19.70,8.241E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,5,21,0.0488,17.72,0.38,0.889,0.852,0.302,0.0,0.0,20.58,19.36,20.25,8.472E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,5,22,0.0488,17.66,0.46,0.897,0.869,0.267,0.0,0.0,19.94,18.94,19.73,8.249E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,5,23,0.0488,17.60,0.40,0.906,0.886,0.231,0.0,0.0,18.35,17.30,18.08,7.554E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,1,0,0.5005,13.87,0.10,0.936,0.899,0.161,0.0,0.0,40.05,28.23,30.07,1.186E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,1,1,0.5005,13.87,0.10,0.936,0.899,0.161,0.0,0.0,37.65,26.53,28.27,1.115E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,1,2,0.5005,13.87,0.10,0.936,0.899,0.161,0.0,0.0,35.73,25.18,26.82,1.058E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,1,3,0.5005,13.87,0.28,0.936,0.903,0.155,0.0,0.0,33.57,33.10,33.75,1.331E+03,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,1,4,0.5005,14.77,0.16,0.907,0.876,0.209,0.4,0.0,31.83,30.46,30.98,1.223E+03,7.058E+00,888.00,0.00,0.97,1.00,0.12,0.000,0.002,0.006
CH02_Payerne,CF,8,1,5,0.5005,15.68,0.21,0.878,0.847,0.274,124.9,8.3,23.31,21.00,20.76,8.197E+02,9.281E+01,888.00,0.08,0.98,1.00,68.89,0.232,0.527,1.476
CH02_Payerne,CF,8,1,6,0.5005,16.59,0.69,0.849,0.823,0.336,383.4,28.0,12.51,17.13,16.92,6.687E+02,7.748E+01,888.00,0.25,0.99,1.00,214.17,0.722,0.900,2.553
CH02_Payerne,CF,8,1,7,0.5005,17.20,0.42,0.802,0.777,0.441,452.1,34.9,19.59,21.67,21.42,8.449E+02,6.134E+01,888.00,0.33,1.00,1.00,281.29,0.951,0.934,2.666
CH02_Payerne,CF,8,1,8,0.5005,17.82,0.55,0.756,0.727,0.561,489.6,39.0,18.93,23.23,22.95,9.041E+02,6.565E+01,888.00,0.39,1.00,0.98,321.49,1.089,0.947,2.655
CH02_Payerne,CF,8,1,9,0.5005,18.43,0.78,0.709,0.686,0.672,937.3,75.8,16.77,21.83,21.44,8.429E+02,5.676E+01,888.00,0.54,1.00,0.94,430.98,1.463,0.996,2.684
CH02_Payerne,CF,8,1,10,0.5005,18.73,0.66,0.680,0.658,0.746,958.8,78.1,19.30,23.17,22.76,8.935E+02,5.355E+01,888.00,0.56,1.00,0.91,435.05,1.478,0.997,2.609
CH02_Payerne,CF,8,1,11,0.5005,19.03,0.72,0.651,0.628,0.827,968.0,79.0,20.44,25.47,25.02,9.808E+02,6.008E+01,888.00,0.57,1.00,0.88,427.58,1.454,0.997,2.524
CH02_Payerne,CF,8,1,12,0.5005,19.33,0.97,0.623,0.600,0.907,466.1,38.0,18.46,27.17,26.67,1.044E+03,9.100E+01,888.00,0.44,0.99,0.85,313.43,1.067,0.939,2.297
CH02_Payerne,CF,8,1,13,0.5005,20.22,0.83,0.573,0.546,1.088,460.3,37.4,21.33,28.47,27.97,1.090E+03,9.042E+01,888.00,0.42,0.98,0.79,277.59,0.948,0.937,2.102
CH02_Payerne,CF,8,1,14,0.5005,21.11,0.90,0.523,0.494,1.283,448.0,36.1,20.87,29.07,28.57,1.110E+03,1.007E+02,888.00,0.40,0.97,0.72,233.36,0.799,0.932,1.883
CH02_Payerne,CF,8,1,15,0.5005,22.00,0.79,0.473,0.445,1.486,895.0,70.8,23.69,26.21,25.60,9.904E+02,7.375E+01,888.00,0.50,0.95,0.65,257.41,0.884,0.995,1.775
CH02_Payerne,CF,8,1,16,0.5005,20.91,0.83,0.534,0.503,1.243,813.4,62.0,21.92,24.97,24.39,9.460E+02,8.288E+01,888.00,0.43,0.97,0.73,260.65,0.892,0.992,2.051
CH02_Payerne,CF,8,1,17,0.5005,19.82,0.81,0.594,0.568,1.009,659.8,47.1,19.58,22.00,21.50,8.361E+02,9.226E+01,888.00,0.33,0.99,0.82,227.11,0.774,0.981,2.289
CH02_Payerne,CF,8,1,18,0.5005,18.73,0.73,0.655,0.634,0.800,332.3,21.3,16.01,16.89,16.56,6.454E+02,1.196E+02,888.00,0.16,1.00,0.89,120.54,0.410,0.864,2.213
CH02_Payerne,CF,8,1,19,0.5005,17.39,0.76,0.745,0.718,0.564,0.0,0.0,20.43,20.46,20.84,8.167E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,1,20,0.5005,16.04,0.74,0.835,0.814,0.341,0.0,0.0,21.45,21.48,21.88,8.617E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,1,21,0.5005,14.69,0.68,0.926,0.921,0.132,0.0,0.0,20.74,20.68,21.10,8.353E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,1,22,0.5005,14.29,0.70,0.925,0.921,0.129,0.0,0.0,19.99,19.96,20.36,8.070E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,1,23,0.5005,13.89,0.69,0.925,0.921,0.126,0.0,0.0,19.48,19.44,19.83,7.871E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,2,0,0.5005,13.49,0.66,0.925,0.919,0.126,0.0,0.0,19.13,19.07,19.47,7.736E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,2,1,0.5005,13.10,0.68,0.930,0.925,0.114,0.0,0.0,18.89,18.84,19.23,7.653E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,2,2,0.5005,12.71,0.67,0.935,0.931,0.102,0.0,0.0,18.87,18.81,19.20,7.654E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,2,3,0.5005,12.32,0.90,0.940,0.939,0.088,0.0,0.0,19.09,19.30,19.60,7.823E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,2,4,0.5005,12.73,0.77,0.916,0.909,0.134,0.5,0.0,19.64,19.90,20.16,8.046E+02,5.952E+00,888.00,0.00,0.91,1.00,0.15,0.000,0.003,0.008
CH02_Payerne,CF,8,2,5,0.5005,13.15,0.83,0.892,0.879,0.184,449.8,29.7,10.26,12.16,11.70,4.669E+02,7.447E+01,888.00,0.22,0.93,1.00,173.14,0.577,0.933,2.474
CH02_Payerne,CF,8,2,6,0.5005,13.56,1.01,0.868,0.861,0.217,716.7,52.1,7.88,11.62,11.25,4.486E+02,5.030E+01,888.00,0.36,0.94,1.00,293.66,0.980,0.986,2.654
CH02_Payerne,CF,8,2,7,0.5005,14.38,0.98,0.822,0.808,0.317,846.8,65.2,9.17,13.28,12.92,5.140E+02,4.653E+01,888.00,0.45,0.96,1.00,372.97,1.248,0.994,2.740
CH02_Payerne,CF,8,2,8,0.5005,15.20,1.00,0.776,0.757,0.422,917.6,73.0,10.20,14.89,14.51,5.761E+02,4.690E+01,888.00,0.51,0.98,1.00,427.35,1.434,0.996,2.800
CH02_Payerne,CF,8,2,9,0.5005,16.02,1.08,0.730,0.713,0.526,955.9,77.2,10.12,16.00,15.62,6.190E+02,4.882E+01,888.00,0.55,0.99,0.99,459.22,1.546,0.997,2.819
CH02_Payerne,CF,8,2,10,0.5005,16.50,1.04,0.701,0.680,0.605,977.9,79.6,10.92,16.86,16.47,6.515E+02,4.869E+01,888.00,0.57,0.99,0.96,466.17,1.572,0.997,2.758
CH02_Payerne,CF,8,2,11,0.5005,16.98,1.06,0.673,0.648,0.687,987.2,80.5,11.72,18.28,17.87,7.054E+02,5.224E+01,888.00,0.58,1.00,0.93,461.12,1.557,0.997,2.688
CH02_Payerne,CF,8,2,12,0.5005,17.46,0.87,0.644,0.629,0.745,993.6,81.0,14.83,19.43,18.99,7.482E+02,5.048E+01,888.00,0.58,1.00,0.91,451.97,1.529,0.997,2.638
CH02_Payerne,CF,8,2,13,0.5005,17.04,0.99,0.678,0.660,0.665,981.0,79.7,14.35,20.40,19.91,7.855E+02,5.773E+01,888.00,0.57,1.00,0.94,455.14,1.537,0.997,2.712
CH02_Payerne,CF,8,2,14,0.5005,16.62,0.93,0.712,0.698,0.576,954.4,76.9,14.90,20.36,19.87,7.847E+02,5.852E+01,888.00,0.54,0.99,0.97,448.04,1.511,0.997,2.791
CH02_Payerne,CF,8,2,15,0.5005,16.21,0.60,0.747,0.736,0.489,897.3,70.9,18.33,18.56,18.09,7.151E+02,4.737E+01,888.00,0.50,0.99,1.00,421.11,1.418,0.995,2.850
CH02_Payerne,CF,8,2,16,0.5005,15.88,0.74,0.749,0.736,0.479,814.4,61.9,16.16,17.87,17.39,6.874E+02,5.754E+01,888.00,0.43,0.99,1.00,364.66,1.227,0.992,2.827
CH02_Payerne,CF,8,2,17,0.5005,15.55,0.67,0.750,0.745,0.454,657.6,46.8,15.42,16.31,15.88,6.276E+02,6.401E+01,888.00,0.33,0.98,1.00,277.89,0.934,0.981,2.777
CH02_Payerne,CF,8,2,18,0.5005,15.23,0.54,0.752,0.731,0.468,321.4,20.5,15.03,12.84,12.51,4.941E+02,8.367E+01,888.00,0.15,0.98,1.00,129.41,0.434,0.855,2.404
CH02_Payerne,CF,8,2,19,0.5005,14.71,0.51,0.746,0.729,0.456,0.0,0.0,19.61,19.11,19.68,7.780E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,2,20,0.5005,14.19,0.52,0.740,0.725,0.447,0.0,0.0,21.77,21.24,21.86,8.649E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,2,21,0.5005,13.67,0.49,0.734,0.715,0.448,0.0,0.0,22.69,22.11,22.76,9.011E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,2,22,0.5005,13.31,0.53,0.747,0.729,0.415,0.0,0.0,23.27,22.75,23.39,9.269E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,2,23,0.5005,12.95,0.51,0.759,0.745,0.383,0.0,0.0,23.66,23.09,23.76,9.423E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,3,0,0.5005,12.58,0.33,0.772,0.754,0.360,0.0,0.0,23.99,22.63,23.68,9.401E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,3,1,0.5005,11.82,0.43,0.821,0.807,0.268,0.0,0.0,24.11,23.17,24.08,9.577E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,3,2,0.5005,11.06,0.38,0.870,0.865,0.179,0.0,0.0,24.22,23.09,24.07,9.594E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,3,3,0.5005,10.30,0.32,0.919,0.930,0.088,0.0,0.0,23.96,23.30,24.05,9.603E+02,0.000E+00,0.80,-1.00,-1.00,-1.00,0.00,0.000,-1.000,0.000
CH02_Payerne,CF,8,3,4,0.5005,11.36,0.39,0.876,0.871,0.174,0.1,0.0,24.08,23.65,24.27,9.678E+02,1.650E+00,888.00,0.00,0.86,1.00,0.03,0.000,0.001,0.002
CH02_Payerne,CF,8,3,5,0.5005,12.41,0.35,0.832,0.818,0.264,443.6,29.2,17.66,16.99,15.28,6.085E+02,6.520E+01,888.00,0.21,0.90,1.00,167.72,0.557,0.930,2.424
CH02_Payerne,CF,8,3,6,0.5005,13.46,0.43,0.789,0.780,0.341,715.7,52.0,14.94,17.57,16.43,6.532E+02,4.614E+01,888.00,0.36,0.94,1.00,294.65,0.983,0.986,2.673
CH02_Payerne,CF,8,3,7,0.5005,14.72,0.40,0.715,0.691,0.520,847.4,65.2,18.41,21.18,19.82,7.850E+02,4.346E+01,888.00,0.45,0.97,0.99,376.24,1.261,0.994,2.772
CH02_Payerne,CF,8,3,8,0.5005,15.97,0.41,0.641,0.610,0.713,918.9,73.0,20.70,23.91,22.37,8.823E+02,4.389E+01,888.00,0.51,0.99,0.92,403.11,1.357,0.996,2.651
CH02_Payerne,CF,8,3,9,0.5005,17.22,0.29,0.567,0.540,0.911,916.5,74.0,23.25,26.86,25.79,1.013E+03,3.720E+01,888.00,0.54,1.00,0.85,396.18,1.339,0.996,2.484
CH02_Payerne,CF,8,3,10,0.5005,17.94,0.44,0.523,0.487,1.065,937.7,76.3,23.01,30.06,28.74,1.126E+03,4.842E+01,888.00,0.56,1.00,0.80,386.22,1.309,0.996,2.333
CH02_Payerne,CF,8,3,11,0.5005,18.66,0.35,0.478,0.444,1.207,946.6,77.2,27.55,33.42,32.02,1.251E+03,4.742E+01,888.00,0.57,1.00,0.75,367.19,1.247,0.997,2.186
CH02_Payerne,CF,8,3,12,0.5005,19.37,0.46,0.434,0.403,1.358,939.2,76.5,28.41,34.61,32.44,1.264E+03,5.950E+01,888.00,0.57,0.99,0.69,337.25,1.148,0.996,2.023
CH02_Payerne,CF,8,3,13,0.5005,19.34,0.28,0.445,0.422,1.312,927.2,75.3,33.36,35.55,33.58,1.309E+03,4.970E+01,888.00,0.55,0.99,0.71,337.48,1.149,0.996,2.071
CH02_Payerne,CF,8,3,14,0.5005,19.31,0.36,0.457,0.429,1.293,901.9,72.6,31.47,35.65,33.53,1.307E+03,5.872E+01,888.00,0.53,0.99,0.71,324.71,1.105,0.996,2.089
CH02_Payerne,CF,8,3,15,0.5005,19.28,0.41,0.468,0.437,1.272,831.7,65.6,30.34,31.78,28.89,1.126E+03,6.261E+01,888.00,0.48,0.99,0.72,297.92,1.014,0.993,2.107
CH02_Payerne,CF,8,3,16,0.5005,18.55,0.38,0.519,0.483,1.115,753.9,57.2,29.79,30.52,27.80,1.085E+03,6.667E+01,888.00,0.41,1.00,0.78,278.69,0.946,0.989,2.266
CH02_Payerne,CF,8,3,17,0.5005,17.81,0.39,0.569,0.530,0.966,606.2,43.0,27.65,28.56,26.00,1.017E+03,8.192E+01,888.00,0.31,1.00,0.83,225.68,0.764,0.974,2.381
